Game Turn, Player, Belief, Score
227, 1, BELIEF_ITINERANT_PREACHERS, 0.0
227, 1, BELIEF_JUST_WAR, 0.0
227, 1, BELIEF_MISSIONARY_ZEAL, -1.0
227, 1, BELIEF_MONASTIC_ISOLATION, 0.0
227, 1, BELIEF_SCRIPTURE, 0.0
227, 1, BELIEF_BURIAL_GROUNDS, 0.0
227, 1, BELIEF_RELIGIOUS_COLONIZATION, 0.0
227, 2, BELIEF_DANCE_OF_THE_AURORA, 0.0
227, 2, BELIEF_DESERT_FOLKLORE, -1.0
227, 2, BELIEF_SACRED_PATH, 112.0
227, 2, BELIEF_RIVER_GODDESS, 0.0
227, 2, BELIEF_MONUMENT_TO_THE_GODS, 0.0
227, 2, BELIEF_DIVINE_SPARK, 66.0
227, 2, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
227, 2, BELIEF_GOD_OF_THE_SEA, -1.0
227, 2, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
227, 2, BELIEF_GODDESS_OF_THE_HUNT, 0.0
227, 2, BELIEF_STONE_CIRCLES, 0.0
227, 2, BELIEF_RELIGIOUS_IDOLS, 0.0
227, 2, BELIEF_GOD_OF_CRAFTSMEN, 0.0
227, 2, BELIEF_GODDESS_OF_FESTIVALS, 0.0
227, 2, BELIEF_ORAL_TRADITION, 0.0
227, 2, BELIEF_GOD_OF_THE_FORGE, 0.0
227, 2, BELIEF_INITIATION_RITES, -1.0
227, 2, BELIEF_GOD_OF_HEALING, 0.0
227, 2, BELIEF_GOD_OF_WAR, 0.0
227, 2, BELIEF_FERTILITY_RITES, -1.0
227, 2, BELIEF_RELIGIOUS_SETTLEMENTS, 89.0
227, 2, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 2, BELIEF_CITY_PATRON_GODDESS, 0.0
227, 2, BELIEF_EARTH_GODDESS, -1.0
227, 2, BELIEF_DIVINE_INSPIRATION, -1.0
227, 2, BELIEF_FEED_THE_WORLD, -1.0
227, 2, BELIEF_JESUIT_EDUCATION, -1.0
227, 2, BELIEF_RELIQUARIES, -1.0
227, 2, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 2, BELIEF_WORK_ETHIC, -1.0
227, 2, BELIEF_ZEN_MEDITATION, -1.0
227, 2, BELIEF_CHORAL_MUSIC, -1.0
227, 2, BELIEF_WARRIOR_MONKS, -1.0
227, 2, BELIEF_CATHEDRAL, -1.0
227, 2, BELIEF_GURDWARA, -1.0
227, 2, BELIEF_MEETING_HOUSE, -1.0
227, 2, BELIEF_MOSQUE, -1.0
227, 2, BELIEF_PAGODA, -1.0
227, 2, BELIEF_SYNAGOGUE, -1.0
227, 2, BELIEF_WAT, -1.0
227, 2, BELIEF_STUPA, -1.0
227, 2, BELIEF_DAR_E_MEHR, -1.0
227, 2, BELIEF_CHURCH_PROPERTY, -1.0
227, 2, BELIEF_LAY_MINISTRY, -1.0
227, 2, BELIEF_PAPAL_PRIMACY, -1.0
227, 2, BELIEF_PILGRIMAGE, -1.0
227, 2, BELIEF_STEWARDSHIP, -1.0
227, 2, BELIEF_TITHE, -1.0
227, 2, BELIEF_WORLD_CHURCH, -1.0
227, 2, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
227, 2, BELIEF_RELIGIOUS_UNITY, -1.0
227, 2, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 2, BELIEF_HOLY_ORDER, -1.0
227, 2, BELIEF_ITINERANT_PREACHERS, -1.0
227, 2, BELIEF_JUST_WAR, -1.0
227, 2, BELIEF_MISSIONARY_ZEAL, -1.0
227, 2, BELIEF_MONASTIC_ISOLATION, -1.0
227, 2, BELIEF_SCRIPTURE, -1.0
227, 2, BELIEF_BURIAL_GROUNDS, -1.0
227, 2, BELIEF_RELIGIOUS_COLONIZATION, -1.0
227, 3, BELIEF_DANCE_OF_THE_AURORA, 0.0
227, 3, BELIEF_DESERT_FOLKLORE, -1.0
227, 3, BELIEF_SACRED_PATH, 0.0
227, 3, BELIEF_RIVER_GODDESS, 0.0
227, 3, BELIEF_MONUMENT_TO_THE_GODS, 0.0
227, 3, BELIEF_DIVINE_SPARK, 49.0
227, 3, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
227, 3, BELIEF_GOD_OF_THE_SEA, -1.0
227, 3, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
227, 3, BELIEF_GODDESS_OF_THE_HUNT, 0.0
227, 3, BELIEF_STONE_CIRCLES, 0.0
227, 3, BELIEF_RELIGIOUS_IDOLS, 0.0
227, 3, BELIEF_GOD_OF_CRAFTSMEN, 0.0
227, 3, BELIEF_GODDESS_OF_FESTIVALS, 0.0
227, 3, BELIEF_ORAL_TRADITION, 0.0
227, 3, BELIEF_GOD_OF_THE_FORGE, 0.0
227, 3, BELIEF_INITIATION_RITES, -1.0
227, 3, BELIEF_GOD_OF_HEALING, 0.0
227, 3, BELIEF_GOD_OF_WAR, 0.0
227, 3, BELIEF_FERTILITY_RITES, -1.0
227, 3, BELIEF_RELIGIOUS_SETTLEMENTS, 55.0
227, 3, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 3, BELIEF_CITY_PATRON_GODDESS, 0.0
227, 3, BELIEF_EARTH_GODDESS, -1.0
227, 3, BELIEF_DIVINE_INSPIRATION, -1.0
227, 3, BELIEF_FEED_THE_WORLD, -1.0
227, 3, BELIEF_JESUIT_EDUCATION, -1.0
227, 3, BELIEF_RELIQUARIES, -1.0
227, 3, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 3, BELIEF_WORK_ETHIC, -1.0
227, 3, BELIEF_ZEN_MEDITATION, -1.0
227, 3, BELIEF_CHORAL_MUSIC, -1.0
227, 3, BELIEF_WARRIOR_MONKS, -1.0
227, 3, BELIEF_CATHEDRAL, -1.0
227, 3, BELIEF_GURDWARA, -1.0
227, 3, BELIEF_MEETING_HOUSE, -1.0
227, 3, BELIEF_MOSQUE, -1.0
227, 3, BELIEF_PAGODA, -1.0
227, 3, BELIEF_SYNAGOGUE, -1.0
227, 3, BELIEF_WAT, -1.0
227, 3, BELIEF_STUPA, -1.0
227, 3, BELIEF_DAR_E_MEHR, -1.0
227, 3, BELIEF_CHURCH_PROPERTY, -1.0
227, 3, BELIEF_LAY_MINISTRY, -1.0
227, 3, BELIEF_PAPAL_PRIMACY, -1.0
227, 3, BELIEF_PILGRIMAGE, -1.0
227, 3, BELIEF_STEWARDSHIP, -1.0
227, 3, BELIEF_TITHE, -1.0
227, 3, BELIEF_WORLD_CHURCH, -1.0
227, 3, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
227, 3, BELIEF_RELIGIOUS_UNITY, -1.0
227, 3, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 3, BELIEF_HOLY_ORDER, -1.0
227, 3, BELIEF_ITINERANT_PREACHERS, -1.0
227, 3, BELIEF_JUST_WAR, -1.0
227, 3, BELIEF_MISSIONARY_ZEAL, -1.0
227, 3, BELIEF_MONASTIC_ISOLATION, -1.0
227, 3, BELIEF_SCRIPTURE, -1.0
227, 3, BELIEF_BURIAL_GROUNDS, -1.0
227, 3, BELIEF_RELIGIOUS_COLONIZATION, -1.0
227, 4, BELIEF_DANCE_OF_THE_AURORA, 0.0
227, 4, BELIEF_DESERT_FOLKLORE, -1.0
227, 4, BELIEF_SACRED_PATH, 68.0
227, 4, BELIEF_RIVER_GODDESS, 0.0
227, 4, BELIEF_MONUMENT_TO_THE_GODS, 0.0
227, 4, BELIEF_DIVINE_SPARK, 27.0
227, 4, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
227, 4, BELIEF_GOD_OF_THE_SEA, -1.0
227, 4, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
227, 4, BELIEF_GODDESS_OF_THE_HUNT, 0.0
227, 4, BELIEF_STONE_CIRCLES, 0.0
227, 4, BELIEF_RELIGIOUS_IDOLS, 47.0
227, 4, BELIEF_GOD_OF_CRAFTSMEN, 23.0
227, 4, BELIEF_GODDESS_OF_FESTIVALS, 0.0
227, 4, BELIEF_ORAL_TRADITION, 0.0
227, 4, BELIEF_GOD_OF_THE_FORGE, 0.0
227, 4, BELIEF_INITIATION_RITES, -1.0
227, 4, BELIEF_GOD_OF_HEALING, 0.0
227, 4, BELIEF_GOD_OF_WAR, 0.0
227, 4, BELIEF_FERTILITY_RITES, -1.0
227, 4, BELIEF_RELIGIOUS_SETTLEMENTS, 80.0
227, 4, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 4, BELIEF_CITY_PATRON_GODDESS, 0.0
227, 4, BELIEF_EARTH_GODDESS, -1.0
227, 4, BELIEF_DIVINE_INSPIRATION, -1.0
227, 4, BELIEF_FEED_THE_WORLD, -1.0
227, 4, BELIEF_JESUIT_EDUCATION, -1.0
227, 4, BELIEF_RELIQUARIES, -1.0
227, 4, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 4, BELIEF_WORK_ETHIC, -1.0
227, 4, BELIEF_ZEN_MEDITATION, -1.0
227, 4, BELIEF_CHORAL_MUSIC, -1.0
227, 4, BELIEF_WARRIOR_MONKS, -1.0
227, 4, BELIEF_CATHEDRAL, -1.0
227, 4, BELIEF_GURDWARA, -1.0
227, 4, BELIEF_MEETING_HOUSE, -1.0
227, 4, BELIEF_MOSQUE, -1.0
227, 4, BELIEF_PAGODA, -1.0
227, 4, BELIEF_SYNAGOGUE, -1.0
227, 4, BELIEF_WAT, -1.0
227, 4, BELIEF_STUPA, -1.0
227, 4, BELIEF_DAR_E_MEHR, -1.0
227, 4, BELIEF_CHURCH_PROPERTY, -1.0
227, 4, BELIEF_LAY_MINISTRY, -1.0
227, 4, BELIEF_PAPAL_PRIMACY, -1.0
227, 4, BELIEF_PILGRIMAGE, 0.0
227, 4, BELIEF_STEWARDSHIP, 0.0
227, 4, BELIEF_TITHE, 0.0
227, 4, BELIEF_WORLD_CHURCH, 0.0
227, 4, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
227, 4, BELIEF_RELIGIOUS_UNITY, 0.0
227, 4, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 4, BELIEF_HOLY_ORDER, 0.0
227, 4, BELIEF_ITINERANT_PREACHERS, 0.0
227, 4, BELIEF_JUST_WAR, 0.0
227, 4, BELIEF_MISSIONARY_ZEAL, -1.0
227, 4, BELIEF_MONASTIC_ISOLATION, 0.0
227, 4, BELIEF_SCRIPTURE, 0.0
227, 4, BELIEF_BURIAL_GROUNDS, 0.0
227, 4, BELIEF_RELIGIOUS_COLONIZATION, 0.0
227, 5, BELIEF_DANCE_OF_THE_AURORA, 205.0
227, 5, BELIEF_DESERT_FOLKLORE, -1.0
227, 5, BELIEF_SACRED_PATH, 56.0
227, 5, BELIEF_RIVER_GODDESS, 0.0
227, 5, BELIEF_MONUMENT_TO_THE_GODS, 0.0
227, 5, BELIEF_DIVINE_SPARK, 46.0
227, 5, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, 0.0
227, 5, BELIEF_GOD_OF_THE_SEA, -1.0
227, 5, BELIEF_GOD_OF_THE_OPEN_SKY, 0.0
227, 5, BELIEF_GODDESS_OF_THE_HUNT, 0.0
227, 5, BELIEF_STONE_CIRCLES, 0.0
227, 5, BELIEF_RELIGIOUS_IDOLS, 0.0
227, 5, BELIEF_GOD_OF_CRAFTSMEN, 0.0
227, 5, BELIEF_GODDESS_OF_FESTIVALS, 0.0
227, 5, BELIEF_ORAL_TRADITION, 0.0
227, 5, BELIEF_GOD_OF_THE_FORGE, 0.0
227, 5, BELIEF_INITIATION_RITES, -1.0
227, 5, BELIEF_GOD_OF_HEALING, 0.0
227, 5, BELIEF_GOD_OF_WAR, 0.0
227, 5, BELIEF_FERTILITY_RITES, -1.0
227, 5, BELIEF_RELIGIOUS_SETTLEMENTS, 135.0
227, 5, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 5, BELIEF_CITY_PATRON_GODDESS, 0.0
227, 5, BELIEF_EARTH_GODDESS, -1.0
227, 5, BELIEF_DIVINE_INSPIRATION, 0.0
227, 5, BELIEF_FEED_THE_WORLD, -1.0
227, 5, BELIEF_JESUIT_EDUCATION, 0.0
227, 5, BELIEF_RELIQUARIES, 0.0
227, 5, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 5, BELIEF_WORK_ETHIC, 0.0
227, 5, BELIEF_ZEN_MEDITATION, 0.0
227, 5, BELIEF_CHORAL_MUSIC, -1.0
227, 5, BELIEF_WARRIOR_MONKS, -1.0
227, 5, BELIEF_CATHEDRAL, -1.0
227, 5, BELIEF_GURDWARA, 1713.0
227, 5, BELIEF_MEETING_HOUSE, -1.0
227, 5, BELIEF_MOSQUE, 1009.0
227, 5, BELIEF_PAGODA, 1254.0
227, 5, BELIEF_SYNAGOGUE, -1.0
227, 5, BELIEF_WAT, -1.0
227, 5, BELIEF_STUPA, 1510.0
227, 5, BELIEF_DAR_E_MEHR, 1009.0
227, 5, BELIEF_CHURCH_PROPERTY, -1.0
227, 5, BELIEF_LAY_MINISTRY, -1.0
227, 5, BELIEF_PAPAL_PRIMACY, -1.0
227, 5, BELIEF_PILGRIMAGE, 0.0
227, 5, BELIEF_STEWARDSHIP, 0.0
227, 5, BELIEF_TITHE, 0.0
227, 5, BELIEF_WORLD_CHURCH, 0.0
227, 5, BELIEF_CROSS_CULTURAL_DIALOGUE, 0.0
227, 5, BELIEF_RELIGIOUS_UNITY, 0.0
227, 5, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 5, BELIEF_HOLY_ORDER, 0.0
227, 5, BELIEF_ITINERANT_PREACHERS, 0.0
227, 5, BELIEF_JUST_WAR, 0.0
227, 5, BELIEF_MISSIONARY_ZEAL, -1.0
227, 5, BELIEF_MONASTIC_ISOLATION, 0.0
227, 5, BELIEF_SCRIPTURE, 0.0
227, 5, BELIEF_BURIAL_GROUNDS, 0.0
227, 5, BELIEF_RELIGIOUS_COLONIZATION, 0.0
227, 6, BELIEF_DANCE_OF_THE_AURORA, -1.0
227, 6, BELIEF_DESERT_FOLKLORE, -1.0
227, 6, BELIEF_SACRED_PATH, -1.0
227, 6, BELIEF_RIVER_GODDESS, -1.0
227, 6, BELIEF_MONUMENT_TO_THE_GODS, -1.0
227, 6, BELIEF_DIVINE_SPARK, -1.0
227, 6, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
227, 6, BELIEF_GOD_OF_THE_SEA, -1.0
227, 6, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
227, 6, BELIEF_GODDESS_OF_THE_HUNT, -1.0
227, 6, BELIEF_STONE_CIRCLES, -1.0
227, 6, BELIEF_RELIGIOUS_IDOLS, -1.0
227, 6, BELIEF_GOD_OF_CRAFTSMEN, -1.0
227, 6, BELIEF_GODDESS_OF_FESTIVALS, -1.0
227, 6, BELIEF_ORAL_TRADITION, -1.0
227, 6, BELIEF_GOD_OF_THE_FORGE, -1.0
227, 6, BELIEF_INITIATION_RITES, -1.0
227, 6, BELIEF_GOD_OF_HEALING, -1.0
227, 6, BELIEF_GOD_OF_WAR, -1.0
227, 6, BELIEF_FERTILITY_RITES, -1.0
227, 6, BELIEF_RELIGIOUS_SETTLEMENTS, -1.0
227, 6, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 6, BELIEF_CITY_PATRON_GODDESS, -1.0
227, 6, BELIEF_EARTH_GODDESS, -1.0
227, 6, BELIEF_DIVINE_INSPIRATION, -1.0
227, 6, BELIEF_FEED_THE_WORLD, -1.0
227, 6, BELIEF_JESUIT_EDUCATION, -1.0
227, 6, BELIEF_RELIQUARIES, -1.0
227, 6, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 6, BELIEF_WORK_ETHIC, -1.0
227, 6, BELIEF_ZEN_MEDITATION, -1.0
227, 6, BELIEF_CHORAL_MUSIC, -1.0
227, 6, BELIEF_WARRIOR_MONKS, -1.0
227, 6, BELIEF_CATHEDRAL, -1.0
227, 6, BELIEF_GURDWARA, -1.0
227, 6, BELIEF_MEETING_HOUSE, -1.0
227, 6, BELIEF_MOSQUE, -1.0
227, 6, BELIEF_PAGODA, -1.0
227, 6, BELIEF_SYNAGOGUE, -1.0
227, 6, BELIEF_WAT, -1.0
227, 6, BELIEF_STUPA, -1.0
227, 6, BELIEF_DAR_E_MEHR, -1.0
227, 6, BELIEF_CHURCH_PROPERTY, -1.0
227, 6, BELIEF_LAY_MINISTRY, -1.0
227, 6, BELIEF_PAPAL_PRIMACY, -1.0
227, 6, BELIEF_PILGRIMAGE, -1.0
227, 6, BELIEF_STEWARDSHIP, -1.0
227, 6, BELIEF_TITHE, -1.0
227, 6, BELIEF_WORLD_CHURCH, -1.0
227, 6, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
227, 6, BELIEF_RELIGIOUS_UNITY, -1.0
227, 6, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 6, BELIEF_HOLY_ORDER, -1.0
227, 6, BELIEF_ITINERANT_PREACHERS, -1.0
227, 6, BELIEF_JUST_WAR, -1.0
227, 6, BELIEF_MISSIONARY_ZEAL, -1.0
227, 6, BELIEF_MONASTIC_ISOLATION, -1.0
227, 6, BELIEF_SCRIPTURE, -1.0
227, 6, BELIEF_BURIAL_GROUNDS, -1.0
227, 6, BELIEF_RELIGIOUS_COLONIZATION, -1.0
227, 7, BELIEF_DANCE_OF_THE_AURORA, -1.0
227, 7, BELIEF_DESERT_FOLKLORE, -1.0
227, 7, BELIEF_SACRED_PATH, -1.0
227, 7, BELIEF_RIVER_GODDESS, -1.0
227, 7, BELIEF_MONUMENT_TO_THE_GODS, -1.0
227, 7, BELIEF_DIVINE_SPARK, -1.0
227, 7, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
227, 7, BELIEF_GOD_OF_THE_SEA, -1.0
227, 7, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
227, 7, BELIEF_GODDESS_OF_THE_HUNT, -1.0
227, 7, BELIEF_STONE_CIRCLES, -1.0
227, 7, BELIEF_RELIGIOUS_IDOLS, -1.0
227, 7, BELIEF_GOD_OF_CRAFTSMEN, -1.0
227, 7, BELIEF_GODDESS_OF_FESTIVALS, -1.0
227, 7, BELIEF_ORAL_TRADITION, -1.0
227, 7, BELIEF_GOD_OF_THE_FORGE, -1.0
227, 7, BELIEF_INITIATION_RITES, -1.0
227, 7, BELIEF_GOD_OF_HEALING, -1.0
227, 7, BELIEF_GOD_OF_WAR, -1.0
227, 7, BELIEF_FERTILITY_RITES, -1.0
227, 7, BELIEF_RELIGIOUS_SETTLEMENTS, -1.0
227, 7, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 7, BELIEF_CITY_PATRON_GODDESS, -1.0
227, 7, BELIEF_EARTH_GODDESS, -1.0
227, 7, BELIEF_DIVINE_INSPIRATION, -1.0
227, 7, BELIEF_FEED_THE_WORLD, -1.0
227, 7, BELIEF_JESUIT_EDUCATION, -1.0
227, 7, BELIEF_RELIQUARIES, -1.0
227, 7, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 7, BELIEF_WORK_ETHIC, -1.0
227, 7, BELIEF_ZEN_MEDITATION, -1.0
227, 7, BELIEF_CHORAL_MUSIC, -1.0
227, 7, BELIEF_WARRIOR_MONKS, -1.0
227, 7, BELIEF_CATHEDRAL, -1.0
227, 7, BELIEF_GURDWARA, -1.0
227, 7, BELIEF_MEETING_HOUSE, -1.0
227, 7, BELIEF_MOSQUE, -1.0
227, 7, BELIEF_PAGODA, -1.0
227, 7, BELIEF_SYNAGOGUE, -1.0
227, 7, BELIEF_WAT, -1.0
227, 7, BELIEF_STUPA, -1.0
227, 7, BELIEF_DAR_E_MEHR, -1.0
227, 7, BELIEF_CHURCH_PROPERTY, -1.0
227, 7, BELIEF_LAY_MINISTRY, -1.0
227, 7, BELIEF_PAPAL_PRIMACY, -1.0
227, 7, BELIEF_PILGRIMAGE, -1.0
227, 7, BELIEF_STEWARDSHIP, -1.0
227, 7, BELIEF_TITHE, -1.0
227, 7, BELIEF_WORLD_CHURCH, -1.0
227, 7, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
227, 7, BELIEF_RELIGIOUS_UNITY, -1.0
227, 7, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 7, BELIEF_HOLY_ORDER, -1.0
227, 7, BELIEF_ITINERANT_PREACHERS, -1.0
227, 7, BELIEF_JUST_WAR, -1.0
227, 7, BELIEF_MISSIONARY_ZEAL, -1.0
227, 7, BELIEF_MONASTIC_ISOLATION, -1.0
227, 7, BELIEF_SCRIPTURE, -1.0
227, 7, BELIEF_BURIAL_GROUNDS, -1.0
227, 7, BELIEF_RELIGIOUS_COLONIZATION, -1.0
227, 8, BELIEF_DANCE_OF_THE_AURORA, -1.0
227, 8, BELIEF_DESERT_FOLKLORE, -1.0
227, 8, BELIEF_SACRED_PATH, -1.0
227, 8, BELIEF_RIVER_GODDESS, -1.0
227, 8, BELIEF_MONUMENT_TO_THE_GODS, -1.0
227, 8, BELIEF_DIVINE_SPARK, -1.0
227, 8, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
227, 8, BELIEF_GOD_OF_THE_SEA, -1.0
227, 8, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
227, 8, BELIEF_GODDESS_OF_THE_HUNT, -1.0
227, 8, BELIEF_STONE_CIRCLES, -1.0
227, 8, BELIEF_RELIGIOUS_IDOLS, -1.0
227, 8, BELIEF_GOD_OF_CRAFTSMEN, -1.0
227, 8, BELIEF_GODDESS_OF_FESTIVALS, -1.0
227, 8, BELIEF_ORAL_TRADITION, -1.0
227, 8, BELIEF_GOD_OF_THE_FORGE, -1.0
227, 8, BELIEF_INITIATION_RITES, -1.0
227, 8, BELIEF_GOD_OF_HEALING, -1.0
227, 8, BELIEF_GOD_OF_WAR, -1.0
227, 8, BELIEF_FERTILITY_RITES, -1.0
227, 8, BELIEF_RELIGIOUS_SETTLEMENTS, -1.0
227, 8, BELIEF_GODDESS_OF_THE_HARVEST, -1.0
227, 8, BELIEF_CITY_PATRON_GODDESS, -1.0
227, 8, BELIEF_EARTH_GODDESS, -1.0
227, 8, BELIEF_DIVINE_INSPIRATION, -1.0
227, 8, BELIEF_FEED_THE_WORLD, -1.0
227, 8, BELIEF_JESUIT_EDUCATION, -1.0
227, 8, BELIEF_RELIQUARIES, -1.0
227, 8, BELIEF_RELIGIOUS_COMMUNITY, -1.0
227, 8, BELIEF_WORK_ETHIC, -1.0
227, 8, BELIEF_ZEN_MEDITATION, -1.0
227, 8, BELIEF_CHORAL_MUSIC, -1.0
227, 8, BELIEF_WARRIOR_MONKS, -1.0
227, 8, BELIEF_CATHEDRAL, -1.0
227, 8, BELIEF_GURDWARA, -1.0
227, 8, BELIEF_MEETING_HOUSE, -1.0
227, 8, BELIEF_MOSQUE, -1.0
227, 8, BELIEF_PAGODA, -1.0
227, 8, BELIEF_SYNAGOGUE, -1.0
227, 8, BELIEF_WAT, -1.0
227, 8, BELIEF_STUPA, -1.0
227, 8, BELIEF_DAR_E_MEHR, -1.0
227, 8, BELIEF_CHURCH_PROPERTY, -1.0
227, 8, BELIEF_LAY_MINISTRY, -1.0
227, 8, BELIEF_PAPAL_PRIMACY, -1.0
227, 8, BELIEF_PILGRIMAGE, -1.0
227, 8, BELIEF_STEWARDSHIP, -1.0
227, 8, BELIEF_TITHE, -1.0
227, 8, BELIEF_WORLD_CHURCH, -1.0
227, 8, BELIEF_CROSS_CULTURAL_DIALOGUE, -1.0
227, 8, BELIEF_RELIGIOUS_UNITY, -1.0
227, 8, BELIEF_DEFENDER_OF_FAITH, -1.0
227, 8, BELIEF_HOLY_ORDER, -1.0
227, 8, BELIEF_ITINERANT_PREACHERS, -1.0
227, 8, BELIEF_JUST_WAR, -1.0
227, 8, BELIEF_MISSIONARY_ZEAL, -1.0
227, 8, BELIEF_MONASTIC_ISOLATION, -1.0
227, 8, BELIEF_SCRIPTURE, -1.0
227, 8, BELIEF_BURIAL_GROUNDS, -1.0
227, 8, BELIEF_RELIGIOUS_COLONIZATION, -1.0
227, 9, BELIEF_DANCE_OF_THE_AURORA, -1.0
227, 9, BELIEF_DESERT_FOLKLORE, -1.0
227, 9, BELIEF_SACRED_PATH, -1.0
227, 9, BELIEF_RIVER_GODDESS, -1.0
227, 9, BELIEF_MONUMENT_TO_THE_GODS, -1.0
227, 9, BELIEF_DIVINE_SPARK, -1.0
227, 9, BELIEF_LADY_OF_THE_REEDS_AND_MARSHES, -1.0
227, 9, BELIEF_GOD_OF_THE_SEA, -1.0
227, 9, BELIEF_GOD_OF_THE_OPEN_SKY, -1.0
227, 9, BELIEF_GODDESS_OF_THE_HUNT, -1.0
