Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
228, LOC_CITY_NAME_STOCKHOLM, 8.4, UNIT_TRADER, 96.1, 89, 7.1
228, LOC_CITY_NAME_AMSTERDAM, 5.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 126.2, 158, 0.0
228, LOC_CITY_NAME_CARTHAGE, 6.3, PROJECT_ENHANCE_DISTRICT_HARBOR, 29.4, 172, 0.0
228, LOC_CITY_NAME_SEOUL, 12.0, UNIT_PIKEMAN, 27.7, 200, 0.0
228, LOC_CITY_NAME_NAN_MADOL, 13.2, BUILDING_CASTLE, 217.7, 225, 0.0
229, LOC_CITY_NAME_NIDAROS, 22.8, BUILDING_UNIVERSITY, 144.1, 250, 0.0
229, LOC_CITY_NAME_KRISTIANSAND, 8.6, UNIT_MUSKETMAN, 192.3, 240, 0.0
229, LOC_CITY_NAME_BUENOS_AIRES, 8.1, BUILDING_PETRA, 148.8, 400, 0.0
229, LOC_CITY_NAME_SENA, 1.0, BUILDING_HUEY_TEOCALLI, 23.4, 710, 0.0
229, LOC_CITY_NAME_THEBES, 1.6, BUILDING_GRANARY, 18.0, 65, 0.0
229, LOC_CITY_NAME_RA_KEDET, 25.2, BUILDING_UNIVERSITY, 25.2, 250, 0.0
229, LOC_CITY_NAME_AKHETATEN, 9.0, BUILDING_MAHABODHI_TEMPLE, 179.1, 400, 0.0
229, LOC_CITY_NAME_MEMPHIS, 15.6, UNIT_SETTLER, 240.9, 260, 0.0
229, LOC_CITY_NAME_IWNW, 6.6, DISTRICT_THEATER, 76.8, 272, 0.0
229, LOC_CITY_NAME_MENDES, 6.3, BUILDING_STAR_FORT, 30.2, 305, 0.0
229, LOC_CITY_NAME_RIO_DE_JANEIRO, 24.7, BUILDING_OXFORD_UNIVERSITY, 1171.1, 1240, 0.0
229, LOC_CITY_NAME_SAO_PAULO, 30.0, PROJECT_ENHANCE_DISTRICT_CAMPUS, 218.5, 224, 0.0
229, LOC_CITY_NAME_SALVADOR, 10.8, BUILDING_UNIVERSITY, 139.3, 250, 0.0
229, LOC_CITY_NAME_MANAUS, 15.6, BUILDING_MAHABODHI_TEMPLE, 97.5, 400, 0.0
229, LOC_CITY_NAME_FORTALEZA, 14.4, BUILDING_STAR_FORT, 41.9, 305, 0.0
229, LOC_CITY_NAME_CURITIBA, 11.3, DISTRICT_CAMPUS, 181.6, 297, 0.0
229, LOC_CITY_NAME_PORTO_ALEGRE, 3.8, UNIT_BUILDER, 41.6, 102, 0.0
229, LOC_CITY_NAME_NATAL, 13.0, PROJECT_CARNIVAL, 13.0, 224, 0.0
229, LOC_CITY_NAME_POKROVKA, 12.6, UNIT_SETTLER, 144.8, 260, 0.0
229, LOC_CITY_NAME_ISSYK, 5.7, BUILDING_CASTLE, 83.2, 225, 0.0
229, LOC_CITY_NAME_NEAPOLIS, 34.3, BUILDING_OXFORD_UNIVERSITY, 392.7, 1240, 0.0
229, LOC_CITY_NAME_KUL_OBA, 6.3, DISTRICT_HARBOR, 65.5, 267, 0.0
229, LOC_CITY_NAME_KYOTO, 36.0, UNIT_KNIGHT, 115.3, 180, 0.0
229, LOC_CITY_NAME_TOKYO, 3.6, UNIT_SETTLER, 134.4, 170, 0.0
229, LOC_CITY_NAME_OSAKA, 18.9, BUILDING_CATHEDRAL, 18.9, 190, 0.0
229, LOC_CITY_NAME_XIAN, 23.1, BUILDING_STAR_FORT, 80.7, 305, 0.0
229, LOC_CITY_NAME_BEIJING, 24.4, BUILDING_STAR_FORT, 239.9, 305, 0.0
229, LOC_CITY_NAME_TAIYUAN, 5.6, UNIT_SETTLER, 109.2, 230, 0.0
229, LOC_CITY_NAME_CHANGSHA, 6.3, BUILDING_UNIVERSITY, 13.3, 250, 0.0
229, LOC_CITY_NAME_HANDAN, 12.5, BUILDING_UNIVERSITY, 243.0, 250, 0.0
229, LOC_CITY_NAME_JIAODONG, 8.8, UNIT_TRADER, 90.3, 92, 0.0
229, LOC_CITY_NAME_BRUSSELS, 3.6, PROJECT_ENHANCE_DISTRICT_HARBOR, 87.3, 158, 0.0
229, LOC_CITY_NAME_LA_VENTA, 52.2, BUILDING_STAR_FORT, 228.4, 305, 0.0
229, LOC_CITY_NAME_KANDY, 10.8, UNIT_CROSSBOWMAN, 102.6, 180, 0.0
229, LOC_CITY_NAME_STOCKHOLM, 15.9, PROJECT_ENHANCE_DISTRICT_CAMPUS, 15.9, 168, 0.0
229, LOC_CITY_NAME_AMSTERDAM, 5.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 131.6, 158, 0.0
229, LOC_CITY_NAME_CARTHAGE, 6.3, PROJECT_ENHANCE_DISTRICT_HARBOR, 35.7, 179, 0.0
229, LOC_CITY_NAME_SEOUL, 12.0, UNIT_PIKEMAN, 39.7, 200, 0.0
229, LOC_CITY_NAME_NAN_MADOL, 13.2, BUILDING_CASTLE, 230.9, 225, 0.0
230, LOC_CITY_NAME_NIDAROS, 22.8, BUILDING_UNIVERSITY, 166.9, 250, 0.0
230, LOC_CITY_NAME_KRISTIANSAND, 8.6, UNIT_MUSKETMAN, 200.8, 240, 0.0
230, LOC_CITY_NAME_BUENOS_AIRES, 8.1, BUILDING_PETRA, 156.9, 400, 0.0
230, LOC_CITY_NAME_SENA, 1.0, BUILDING_HUEY_TEOCALLI, 24.4, 710, 0.0
230, LOC_CITY_NAME_THEBES, 1.6, BUILDING_GRANARY, 19.6, 65, 0.0
230, LOC_CITY_NAME_RA_KEDET, 13.5, BUILDING_UNIVERSITY, 38.7, 250, 0.0
230, LOC_CITY_NAME_AKHETATEN, 9.0, BUILDING_MAHABODHI_TEMPLE, 188.1, 400, 0.0
230, LOC_CITY_NAME_MEMPHIS, 15.6, UNIT_SETTLER, 256.5, 260, 0.0
230, LOC_CITY_NAME_IWNW, 6.6, DISTRICT_THEATER, 83.4, 272, 0.0
230, LOC_CITY_NAME_MENDES, 6.3, BUILDING_STAR_FORT, 36.4, 305, 0.0
230, LOC_CITY_NAME_RIO_DE_JANEIRO, 24.7, BUILDING_OXFORD_UNIVERSITY, 1195.8, 1240, 0.0
230, LOC_CITY_NAME_SAO_PAULO, 30.0, PROJECT_ENHANCE_DISTRICT_CAMPUS, 248.5, 224, 24.5
230, LOC_CITY_NAME_SALVADOR, 10.8, BUILDING_UNIVERSITY, 150.1, 250, 0.0
230, LOC_CITY_NAME_MANAUS, 15.6, BUILDING_MAHABODHI_TEMPLE, 113.1, 400, 0.0
230, LOC_CITY_NAME_FORTALEZA, 14.4, BUILDING_STAR_FORT, 56.3, 305, 0.0
230, LOC_CITY_NAME_CURITIBA, 11.3, DISTRICT_CAMPUS, 192.9, 297, 0.0
230, LOC_CITY_NAME_PORTO_ALEGRE, 3.8, UNIT_BUILDER, 45.4, 102, 0.0
230, LOC_CITY_NAME_NATAL, 7.8, PROJECT_CARNIVAL, 20.8, 224, 0.0
230, LOC_CITY_NAME_POKROVKA, 13.2, UNIT_SETTLER, 158.0, 260, 0.0
230, LOC_CITY_NAME_ISSYK, 5.7, BUILDING_CASTLE, 88.9, 225, 0.0
230, LOC_CITY_NAME_NEAPOLIS, 35.7, BUILDING_OXFORD_UNIVERSITY, 428.4, 1240, 0.0
230, LOC_CITY_NAME_KUL_OBA, 6.3, DISTRICT_HARBOR, 71.8, 267, 0.0
230, LOC_CITY_NAME_KYOTO, 36.8, UNIT_KNIGHT, 152.1, 180, 0.0
230, LOC_CITY_NAME_TOKYO, 3.6, UNIT_SETTLER, 138.0, 170, 0.0
230, LOC_CITY_NAME_OSAKA, 11.3, BUILDING_CATHEDRAL, 30.2, 190, 0.0
230, LOC_CITY_NAME_XIAN, 23.1, BUILDING_STAR_FORT, 103.8, 305, 0.0
230, LOC_CITY_NAME_BEIJING, 24.4, BUILDING_STAR_FORT, 264.2, 305, 0.0
230, LOC_CITY_NAME_TAIYUAN, 5.6, UNIT_SETTLER, 114.8, 230, 0.0
230, LOC_CITY_NAME_CHANGSHA, 6.3, BUILDING_UNIVERSITY, 19.5, 250, 0.0
230, LOC_CITY_NAME_HANDAN, 12.5, BUILDING_UNIVERSITY, 255.5, 250, 5.5
230, LOC_CITY_NAME_JIAODONG, 8.8, UNIT_TRADER, 99.0, 92, 7.0
230, LOC_CITY_NAME_BRUSSELS, 3.6, PROJECT_ENHANCE_DISTRICT_HARBOR, 90.9, 161, 0.0
230, LOC_CITY_NAME_LA_VENTA, 52.2, BUILDING_STAR_FORT, 280.6, 305, 0.0
230, LOC_CITY_NAME_KANDY, 10.8, UNIT_CROSSBOWMAN, 113.4, 180, 0.0
230, LOC_CITY_NAME_STOCKHOLM, 8.8, PROJECT_ENHANCE_DISTRICT_CAMPUS, 24.7, 168, 0.0
230, LOC_CITY_NAME_AMSTERDAM, 5.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 137.0, 158, 0.0
230, LOC_CITY_NAME_CARTHAGE, 6.3, PROJECT_ENHANCE_DISTRICT_HARBOR, 42.0, 179, 0.0
230, LOC_CITY_NAME_SEOUL, 12.0, UNIT_PIKEMAN, 51.7, 200, 0.0
230, LOC_CITY_NAME_NAN_MADOL, 4.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 4.4, 161, 0.0
231, LOC_CITY_NAME_NIDAROS, 22.8, BUILDING_UNIVERSITY, 189.7, 250, 0.0
231, LOC_CITY_NAME_KRISTIANSAND, 8.6, UNIT_MUSKETMAN, 209.4, 240, 0.0
231, LOC_CITY_NAME_BUENOS_AIRES, 8.1, BUILDING_PETRA, 165.0, 400, 0.0
231, LOC_CITY_NAME_SENA, 1.0, BUILDING_HUEY_TEOCALLI, 25.4, 710, 0.0
231, LOC_CITY_NAME_THEBES, 1.6, BUILDING_GRANARY, 21.2, 65, 0.0
231, LOC_CITY_NAME_RA_KEDET, 13.5, BUILDING_UNIVERSITY, 52.2, 250, 0.0
231, LOC_CITY_NAME_AKHETATEN, 9.0, BUILDING_MAHABODHI_TEMPLE, 197.1, 400, 0.0
231, LOC_CITY_NAME_MEMPHIS, 15.6, UNIT_SETTLER, 272.1, 260, 12.1
231, LOC_CITY_NAME_IWNW, 6.6, DISTRICT_THEATER, 90.0, 272, 0.0
231, LOC_CITY_NAME_MENDES, 6.3, BUILDING_STAR_FORT, 42.7, 305, 0.0
231, LOC_CITY_NAME_RIO_DE_JANEIRO, 24.7, BUILDING_OXFORD_UNIVERSITY, 1220.5, 1240, 0.0
231, LOC_CITY_NAME_SAO_PAULO, 54.5, PROJECT_ENHANCE_DISTRICT_CAMPUS, 54.5, 224, 0.0
231, LOC_CITY_NAME_SALVADOR, 9.6, BUILDING_UNIVERSITY, 159.7, 250, 0.0
231, LOC_CITY_NAME_MANAUS, 15.6, BUILDING_MAHABODHI_TEMPLE, 128.7, 400, 0.0
231, LOC_CITY_NAME_FORTALEZA, 14.4, BUILDING_STAR_FORT, 70.7, 305, 0.0
231, LOC_CITY_NAME_CURITIBA, 11.3, DISTRICT_CAMPUS, 204.1, 297, 0.0
231, LOC_CITY_NAME_PORTO_ALEGRE, 3.8, UNIT_BUILDER, 49.1, 102, 0.0
231, LOC_CITY_NAME_NATAL, 7.8, PROJECT_CARNIVAL, 28.6, 224, 0.0
231, LOC_CITY_NAME_POKROVKA, 13.2, UNIT_SETTLER, 171.2, 260, 0.0
231, LOC_CITY_NAME_ISSYK, 5.7, BUILDING_CASTLE, 94.6, 225, 0.0
231, LOC_CITY_NAME_NEAPOLIS, 35.7, BUILDING_OXFORD_UNIVERSITY, 464.0, 1240, 0.0
231, LOC_CITY_NAME_KUL_OBA, 6.3, DISTRICT_HARBOR, 78.0, 267, 0.0
231, LOC_CITY_NAME_KYOTO, 36.8, UNIT_KNIGHT, 188.9, 180, 4.3
231, LOC_CITY_NAME_TOKYO, 6.0, UNIT_SETTLER, 144.0, 170, 0.0
231, LOC_CITY_NAME_OSAKA, 11.3, BUILDING_CATHEDRAL, 41.4, 190, 0.0
231, LOC_CITY_NAME_XIAN, 23.1, BUILDING_STAR_FORT, 126.9, 305, 0.0
231, LOC_CITY_NAME_BEIJING, 24.4, BUILDING_STAR_FORT, 288.6, 305, 0.0
231, LOC_CITY_NAME_TAIYUAN, 5.6, UNIT_SETTLER, 120.5, 230, 0.0
231, LOC_CITY_NAME_CHANGSHA, 6.3, BUILDING_UNIVERSITY, 25.8, 250, 0.0
231, LOC_CITY_NAME_HANDAN, 18.0, DISTRICT_COMMERCIAL_HUB, 18.0, 158, 0.0
231, LOC_CITY_NAME_JIAODONG, 17.0, DISTRICT_CAMPUS, 17.0, 267, 0.0
231, LOC_CITY_NAME_BRUSSELS, 3.6, PROJECT_ENHANCE_DISTRICT_HARBOR, 94.5, 168, 0.0
231, LOC_CITY_NAME_LA_VENTA, 52.2, BUILDING_STAR_FORT, 332.8, 305, 0.0
231, LOC_CITY_NAME_KANDY, 10.8, UNIT_CROSSBOWMAN, 124.2, 180, 0.0
231, LOC_CITY_NAME_STOCKHOLM, 8.8, PROJECT_ENHANCE_DISTRICT_CAMPUS, 33.5, 168, 0.0
231, LOC_CITY_NAME_AMSTERDAM, 5.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 142.4, 158, 0.0
231, LOC_CITY_NAME_CARTHAGE, 6.3, PROJECT_ENHANCE_DISTRICT_HARBOR, 48.3, 179, 0.0
231, LOC_CITY_NAME_SEOUL, 10.8, UNIT_PIKEMAN, 62.5, 200, 0.0
231, LOC_CITY_NAME_NAN_MADOL, 4.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 8.8, 161, 0.0
232, LOC_CITY_NAME_NIDAROS, 22.8, BUILDING_UNIVERSITY, 212.5, 250, 0.0
232, LOC_CITY_NAME_KRISTIANSAND, 8.6, UNIT_MUSKETMAN, 217.9, 240, 0.0
232, LOC_CITY_NAME_BUENOS_AIRES, 8.1, BUILDING_PETRA, 173.1, 400, 0.0
232, LOC_CITY_NAME_SENA, 1.0, BUILDING_HUEY_TEOCALLI, 26.4, 710, 0.0
232, LOC_CITY_NAME_THEBES, 1.6, BUILDING_GRANARY, 22.8, 65, 0.0
232, LOC_CITY_NAME_RA_KEDET, 13.5, BUILDING_UNIVERSITY, 65.7, 250, 0.0
232, LOC_CITY_NAME_AKHETATEN, 9.0, BUILDING_MAHABODHI_TEMPLE, 206.0, 400, 0.0
232, LOC_CITY_NAME_MEMPHIS, 27.6, BUILDING_LIBRARY, 27.6, 90, 0.0
232, LOC_CITY_NAME_IWNW, 6.6, DISTRICT_THEATER, 96.6, 272, 0.0
232, LOC_CITY_NAME_MENDES, 6.3, BUILDING_STAR_FORT, 48.9, 305, 0.0
232, LOC_CITY_NAME_RIO_DE_JANEIRO, 24.7, BUILDING_OXFORD_UNIVERSITY, 1245.2, 1240, 4.2
232, LOC_CITY_NAME_SAO_PAULO, 30.0, PROJECT_ENHANCE_DISTRICT_CAMPUS, 84.5, 235, 0.0
232, LOC_CITY_NAME_SALVADOR, 9.6, BUILDING_UNIVERSITY, 169.3, 250, 0.0
232, LOC_CITY_NAME_MANAUS, 15.6, BUILDING_MAHABODHI_TEMPLE, 144.2, 400, 0.0
232, LOC_CITY_NAME_FORTALEZA, 14.4, BUILDING_STAR_FORT, 85.1, 305, 0.0
232, LOC_CITY_NAME_CURITIBA, 11.3, DISTRICT_CAMPUS, 215.4, 297, 0.0
232, LOC_CITY_NAME_PORTO_ALEGRE, 3.8, UNIT_BUILDER, 52.9, 102, 0.0
232, LOC_CITY_NAME_NATAL, 7.8, PROJECT_CARNIVAL, 36.4, 235, 0.0
232, LOC_CITY_NAME_POKROVKA, 13.2, UNIT_SETTLER, 184.4, 260, 0.0
232, LOC_CITY_NAME_ISSYK, 5.7, BUILDING_CASTLE, 100.4, 225, 0.0
232, LOC_CITY_NAME_KUL_OBA, 6.3, DISTRICT_HARBOR, 84.3, 267, 0.0
232, LOC_CITY_NAME_KYOTO, 36.5, PROJECT_ENHANCE_DISTRICT_ENCAMPMENT, 36.5, 147, 0.0
232, LOC_CITY_NAME_TOKYO, 6.0, UNIT_SETTLER, 150.0, 170, 0.0
232, LOC_CITY_NAME_OSAKA, 11.3, BUILDING_CATHEDRAL, 52.7, 190, 0.0
232, LOC_CITY_NAME_XIAN, 32.2, BUILDING_STAR_FORT, 159.1, 305, 0.0
232, LOC_CITY_NAME_BEIJING, 32.5, BUILDING_STAR_FORT, 321.1, 305, 0.0
232, LOC_CITY_NAME_TAIYUAN, 3.8, UNIT_SETTLER, 124.2, 230, 0.0
232, LOC_CITY_NAME_CHANGSHA, 6.3, BUILDING_UNIVERSITY, 32.0, 250, 0.0
232, LOC_CITY_NAME_HANDAN, 13.0, DISTRICT_COMMERCIAL_HUB, 31.0, 158, 0.0
232, LOC_CITY_NAME_JIAODONG, 10.4, DISTRICT_CAMPUS, 27.4, 267, 0.0
232, LOC_CITY_NAME_BRUSSELS, 3.6, PROJECT_ENHANCE_DISTRICT_HARBOR, 98.1, 168, 0.0
232, LOC_CITY_NAME_LA_VENTA, 13.1, PROJECT_ENHANCE_DISTRICT_HOLY_SITE, 13.1, 179, 0.0
232, LOC_CITY_NAME_KANDY, 10.8, UNIT_CROSSBOWMAN, 135.0, 180, 0.0
232, LOC_CITY_NAME_STOCKHOLM, 8.8, PROJECT_ENHANCE_DISTRICT_CAMPUS, 42.3, 168, 0.0
232, LOC_CITY_NAME_AMSTERDAM, 5.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 147.8, 158, 0.0
232, LOC_CITY_NAME_CARTHAGE, 6.3, PROJECT_ENHANCE_DISTRICT_HARBOR, 54.6, 179, 0.0
232, LOC_CITY_NAME_SEOUL, 12.0, UNIT_PIKEMAN, 74.5, 200, 0.0
232, LOC_CITY_NAME_NAN_MADOL, 4.4, PROJECT_ENHANCE_DISTRICT_HARBOR, 13.2, 161, 0.0
233, LOC_CITY_NAME_NIDAROS, 22.8, BUILDING_UNIVERSITY, 235.3, 250, 0.0
233, LOC_CITY_NAME_KRISTIANSAND, 8.6, UNIT_MUSKETMAN, 226.5, 240, 0.0
233, LOC_CITY_NAME_BUENOS_AIRES, 8.1, BUILDING_PETRA, 181.2, 400, 0.0
233, LOC_CITY_NAME_SENA, 1.0, BUILDING_HUEY_TEOCALLI, 27.4, 710, 0.0
233, LOC_CITY_NAME_THEBES, 1.6, BUILDING_GRANARY, 24.4, 65, 0.0
233, LOC_CITY_NAME_RA_KEDET, 13.5, BUILDING_UNIVERSITY, 79.2, 250, 0.0
233, LOC_CITY_NAME_AKHETATEN, 9.0, BUILDING_MAHABODHI_TEMPLE, 215.0, 400, 0.0
233, LOC_CITY_NAME_MEMPHIS, 15.6, BUILDING_LIBRARY, 43.2, 90, 0.0
233, LOC_CITY_NAME_IWNW, 6.6, DISTRICT_THEATER, 103.2, 272, 0.0
233, LOC_CITY_NAME_MENDES, 6.3, BUILDING_STAR_FORT, 55.2, 305, 0.0
233, LOC_CITY_NAME_RIO_DE_JANEIRO, 29.2, BUILDING_AMPHITHEATER, 29.2, 150, 0.0
233, LOC_CITY_NAME_SAO_PAULO, 30.0, PROJECT_ENHANCE_DISTRICT_CAMPUS, 114.5, 235, 0.0
233, LOC_CITY_NAME_SALVADOR, 12.5, BUILDING_UNIVERSITY, 181.8, 250, 0.0
233, LOC_CITY_NAME_MANAUS, 15.6, BUILDING_MAHABODHI_TEMPLE, 159.8, 400, 0.0
233, LOC_CITY_NAME_FORTALEZA, 15.0, BUILDING_STAR_FORT, 100.1, 305, 0.0
233, LOC_CITY_NAME_CURITIBA, 11.3, DISTRICT_CAMPUS, 226.6, 297, 0.0
233, LOC_CITY_NAME_PORTO_ALEGRE, 3.8, UNIT_BUILDER, 56.6, 102, 0.0
233, LOC_CITY_NAME_NATAL, 7.8, PROJECT_CARNIVAL, 44.2, 235, 0.0
233, LOC_CITY_NAME_POKROVKA, 13.2, UNIT_SETTLER, 197.6, 260, 0.0
233, LOC_CITY_NAME_ISSYK, 5.7, BUILDING_CASTLE, 106.1, 225, 0.0
233, LOC_CITY_NAME_NEAPOLIS, 302.0, UNIT_SPY, 302.0, 225, 0.0
233, LOC_CITY_NAME_KUL_OBA, 6.3, DISTRICT_HARBOR, 90.5, 267, 0.0
233, LOC_CITY_NAME_KUL_OBA, 104.0, DISTRICT_HARBOR, 194.5, 267, 0.0
