Game Turn, Player, Category, Target Type, Target Info, Unit Info, Extra
227, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (589832), AT: 65 2
227, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1769498), AT: 40 11
227, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 3 32
227, 63, Move to safety, , , UNIT_MAN_AT_ARMS (15859747), Current Danger: 40
227, 63, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_MAN_AT_ARMS (720902), UNIT_TREBUCHET (16449595), Expected Damage: 0, Move 28 15 Attack 27 14
227, 63, Wander, , , UNIT_ARCHER (8323077), Move To: 67 6
227, 63, Wander Back to Camp, , , UNIT_GALLEY (8454150), Move To: 40 11
227, 63, Wander, , , UNIT_CROSSBOWMAN (17235987), Move To: 32 12
227, 63, Wander, , , UNIT_QUADRIREME (4390936), Move To: 38 13
227, 63, Wander, , , UNIT_QUADRIREME (5636132), Move To: 42 10
227, 63, Wander, , , UNIT_MUSKETMAN (17170477), Move To: 1 33
227, 63, Wander, , , UNIT_GALLEY (7405626), Move To: 40 8
227, 63, Wander, , , UNIT_GALLEY (9633854), Move To: 41 7
227, 63, Wander, , , UNIT_MUSKETMAN (16318533), Move To: 68 6
227, 63, Wander, , , UNIT_MUSKETMAN (16842824), Move To: 2 31
227, 63, HL: Move To Safety, , , UNIT_BUILDER (9502729), Move To: 59 38
227, 63, HL: End Turn, , , UNIT_SCOUT (9109522)
227, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16252951)
227, 63, HL: End Turn, , , UNIT_BATTERING_RAM (15597598)
227, 63, HL: End Turn, , , UNIT_BUILDER (16515110)
227, 63, HL: End Turn, , , UNIT_GALLEY (11599911)
227, 63, HL: End Turn, , , UNIT_SCOUT (7798828)
227, 63, HL: End Turn, , , UNIT_SETTLER (17039420)
227, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16908351)
227, 63, HL: End Turn, , , UNIT_SETTLER (16711745)
228, 2, Religious Combat, TARGET_RELIGIOUS_CIVILIAN, UNIT_APOSTLE (2752521), UNIT_APOSTLE (2818053), Expected Damage: 0, Move 32 35 Attack 31 35
228, 2, HL: Move Missionary, , , UNIT_APOSTLE (2818053), Move: 32 35 -> 33 35 Dist: 1
228, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 6 18
228, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 5 19
228, 2, HL: End Turn, , , UNIT_SCOUT (524288)
228, 3, Religious Combat, TARGET_RELIGIOUS_CIVILIAN, UNIT_APOSTLE (2818053), UNIT_APOSTLE (2752521), Expected Damage: 0, Move 31 35 Attack 32 35
228, 3, HL: Move Missionary, , , UNIT_APOSTLE (3211264), Move: 6 22 -> 69 11 Dist: 16
228, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3276806), Move: 5 24 -> 69 11 Dist: 16
228, 3, HL: Move Missionary, , , UNIT_APOSTLE (2752521), Move: 31 35 -> 32 35 Dist: 1
228, 4, HL: Move Missionary, , , UNIT_MISSIONARY (3014657), Move: 63 31 -> 69 11 Dist: 20
228, 4, HL: Move Missionary, , , UNIT_MISSIONARY (2883592), Move: 66 16 -> 69 11 Dist: 6
228, 5, HL: Explore cur area, , , UNIT_PIKEMAN (1572864), Move To: 70 24
228, 5, HL: End Turn, , , UNIT_PIKEMAN (1572864)
228, 6, Heal, , , UNIT_GALLEY (458752), 
228, 6, HL: End Turn, , , UNIT_SETTLER (1245190)
228, 7, Wander, , , UNIT_TREBUCHET (1114115), Move To: 32 19
228, 7, Wander, , , UNIT_CROSSBOWMAN (983045), Move To: 28 21
228, 7, Wander, , , UNIT_TREBUCHET (851974), Move To: 33 23
228, 7, HL: End Turn, , , UNIT_BUILDER (1048580)
228, 8, HL: End Turn, , , UNIT_BUILDER (1048583)
228, 9, Wander, , , UNIT_BOMBARD (1179652), Move To: 19 21
228, 9, HL: End Turn, , , UNIT_SETTLER (589826)
228, 9, HL: End Turn, , , UNIT_BUILDER (1114118)
228, 11, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_TREBUCHET (16449595), UNIT_TREBUCHET (786433), Expected Damage: 0, Move 26 15 Attack -9999 -9999
228, 11, Heal, , , UNIT_GALLEY (262146), 
228, 11, Heal, , , UNIT_GALLEY (524293), 
228, 11, Wander, , , UNIT_PIKEMAN (851975), Move To: 23 32
228, 11, HL: End Turn, , , UNIT_BUILDER (655363)
228, 12, Wander, , , UNIT_CROSSBOWMAN (917504), Move To: 72 9
228, 12, Wander, , , UNIT_BOMBARD (1114113), Move To: 72 10
228, 12, Wander, , , UNIT_CROSSBOWMAN (1048583), Move To: 72 11
228, 12, HL: End Turn, , , UNIT_BUILDER (589826)
228, 14, Wander, , , UNIT_TREBUCHET (786433), Move To: 16 18
228, 14, HL: End Turn, , , UNIT_BUILDER (458752)
228, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (589832), AT: 65 2
228, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1769498), AT: 40 11
228, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 3 32
228, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 57 39
228, 63, Attack Units, TARGET_LOW_PRIORITY_UNIT, UNIT_MAN_AT_ARMS (720902), UNIT_TREBUCHET (16449595), Expected Damage: 0, Move 28 15 Attack 27 14
228, 63, Wander, , , UNIT_MUSKETMAN (16973827), Move To: 57 37
228, 63, Wander, , , UNIT_ARCHER (8323077), Move To: 66 5
228, 63, Wander Back to Camp, , , UNIT_GALLEY (8454150), Move To: 40 11
228, 63, Wander, , , UNIT_CROSSBOWMAN (17235987), Move To: 31 11
228, 63, Wander, , , UNIT_QUADRIREME (4390936), Move To: 39 11
228, 63, Wander, , , UNIT_MAN_AT_ARMS (15859747), Move To: 64 4
228, 63, Wander, , , UNIT_QUADRIREME (5636132), Move To: 39 9
228, 63, Wander, , , UNIT_MUSKETMAN (17170477), Move To: 1 34
228, 63, Wander, , , UNIT_GALLEY (7405626), Move To: 39 10
228, 63, Wander, , , UNIT_GALLEY (9633854), Move To: 41 10
228, 63, Wander, , , UNIT_MUSKETMAN (16580674), Move To: 59 36
228, 63, Wander, , , UNIT_MUSKETMAN (16318533), Move To: 66 7
228, 63, Wander, , , UNIT_MUSKETMAN (16842824), Move To: 3 33
228, 63, HL: End Turn, , , UNIT_BUILDER (9502729)
228, 63, HL: End Turn, , , UNIT_SCOUT (9109522)
228, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16252951)
228, 63, HL: End Turn, , , UNIT_BATTERING_RAM (15597598)
228, 63, HL: End Turn, , , UNIT_BUILDER (16515110)
228, 63, HL: End Turn, , , UNIT_GALLEY (11599911)
228, 63, HL: End Turn, , , UNIT_SCOUT (7798828)
228, 63, HL: End Turn, , , UNIT_SETTLER (17039420)
228, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16908351)
228, 63, HL: End Turn, , , UNIT_SETTLER (16711745)
229, 2, Religious Combat, TARGET_RELIGIOUS_CIVILIAN, UNIT_APOSTLE (2752521), UNIT_APOSTLE (2818053), Expected Damage: 0, Move 32 35 Attack 31 35
229, 2, HL: Move Missionary, , , UNIT_APOSTLE (2818053), Move: 32 35 -> 33 35 Dist: 1
229, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 4 21
229, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 4 22
229, 2, HL: End Turn, , , UNIT_SCOUT (524288)
229, 3, Religious Combat, TARGET_RELIGIOUS_CIVILIAN, UNIT_APOSTLE (2818053), UNIT_APOSTLE (2752521), Expected Damage: 0, Move 31 35 Attack 32 35
229, 3, HL: Move Missionary, , , UNIT_APOSTLE (3211264), Move: 4 19 -> 69 11 Dist: 13
229, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3342341), Move: 7 29 -> 69 11 Dist: 21
229, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3276806), Move: 3 24 -> 69 11 Dist: 14
229, 3, HL: Move Missionary, , , UNIT_APOSTLE (2752521), Move: 32 35 -> 33 35 Dist: 1
229, 4, HL: Move Missionary, , , UNIT_MISSIONARY (3014657), Move: 63 27 -> 69 11 Dist: 16
229, 4, HL: Move Missionary, , , UNIT_MISSIONARY (2883592), Move: 66 13 -> 69 11 Dist: 4
229, 5, HL: Explore, , , UNIT_PIKEMAN (1572864), Move To: 0 26
229, 5, HL: End Turn, , , UNIT_PIKEMAN (1572864)
229, 6, Heal, , , UNIT_GALLEY (458752), 
229, 6, HL: End Turn, , , UNIT_SETTLER (1245190)
229, 7, Wander, , , UNIT_MUSKETMAN (1179648), Move To: 29 21
229, 7, Wander, , , UNIT_TREBUCHET (1114115), Move To: 31 19
229, 7, Wander, , , UNIT_CROSSBOWMAN (983045), Move To: 28 20
229, 7, Wander, , , UNIT_TREBUCHET (851974), Move To: 34 23
229, 7, HL: End Turn, , , UNIT_BUILDER (1048580)
229, 8, Wander, , , UNIT_TREBUCHET (786438), Move To: 61 17
229, 8, HL: End Turn, , , UNIT_BUILDER (1048583)
229, 9, Wander, , , UNIT_BOMBARD (1179652), Move To: 21 21
229, 9, HL: End Turn, , , UNIT_SETTLER (589826)
229, 9, HL: End Turn, , , UNIT_BUILDER (1114118)
229, 11, Heal, , , UNIT_GALLEY (262146), 
229, 11, Heal, , , UNIT_GALLEY (524293), 
229, 11, Wander Back to City, , , UNIT_TREBUCHET (786433), Move To: 22 32
229, 11, Wander, , , UNIT_PIKEMAN (851975), Move To: 23 33
229, 11, HL: End Turn, , , UNIT_BUILDER (655363)
229, 12, Wander, , , UNIT_CROSSBOWMAN (917504), Move To: 71 11
229, 12, Wander, , , UNIT_BOMBARD (1114113), Move To: 71 9
229, 12, Wander, , , UNIT_CROSSBOWMAN (1048583), Move To: 72 9
229, 12, HL: End Turn, , , UNIT_BUILDER (589826)
229, 14, Heal, , , UNIT_GALLEY (327683), 
229, 14, Wander, , , UNIT_TREBUCHET (786433), Move To: 16 17
229, 14, Wander, , , UNIT_PIKEMAN (851970), Move To: 14 20
229, 14, HL: End Turn, , , UNIT_BUILDER (458752)
229, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (589832), AT: 65 2
229, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1769498), AT: 40 11
229, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 3 32
229, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 57 39
229, 63, Pillage Improvement, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_PIKEMAN (17367090), Available Units: 1
229, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
229, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
229, 63, Wander, , , UNIT_MUSKETMAN (16973827), Move To: 58 37
229, 63, Wander, , , UNIT_ARCHER (8323077), Move To: 67 6
229, 63, Wander Back to Camp, , , UNIT_GALLEY (8454150), Move To: 40 11
229, 63, Wander, , , UNIT_CROSSBOWMAN (17235987), Move To: 31 12
229, 63, Wander, , , UNIT_QUADRIREME (4390936), Move To: 38 11
229, 63, Wander, , , UNIT_MAN_AT_ARMS (15859747), Move To: 64 3
229, 63, Wander, , , UNIT_QUADRIREME (5636132), Move To: 39 12
229, 63, Wander, , , UNIT_MUSKETMAN (17170477), Move To: 2 34
229, 63, Wander, , , UNIT_GALLEY (7405626), Move To: 42 10
229, 63, Wander, , , UNIT_TREBUCHET (16449595), Move To: 30 15
229, 63, Wander, , , UNIT_GALLEY (9633854), Move To: 42 13
229, 63, Wander, , , UNIT_MUSKETMAN (16580674), Move To: 59 37
229, 63, Wander, , , UNIT_MUSKETMAN (16318533), Move To: 65 7
229, 63, Wander, , , UNIT_MUSKETMAN (16842824), Move To: 2 32
229, 63, HL: End Turn, , , UNIT_BUILDER (9502729)
229, 63, HL: End Turn, , , UNIT_SCOUT (9109522)
229, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16252951)
229, 63, HL: End Turn, , , UNIT_BATTERING_RAM (15597598)
229, 63, HL: End Turn, , , UNIT_BUILDER (16515110)
229, 63, HL: End Turn, , , UNIT_GALLEY (11599911)
229, 63, HL: End Turn, , , UNIT_SCOUT (7798828)
229, 63, HL: End Turn, , , UNIT_SETTLER (17039420)
229, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16908351)
229, 63, HL: End Turn, , , UNIT_SETTLER (16711745)
230, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 2 22
230, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 1 22
230, 2, HL: End Turn, , , UNIT_SCOUT (524288)
230, 3, HL: Move Missionary, , , UNIT_APOSTLE (3211264), Move: 3 16 -> 69 11 Dist: 10
230, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3342341), Move: 5 26 -> 21 32 Dist: 19
230, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3276806), Move: 2 23 -> 69 11 Dist: 13
230, 3, HL: Move Missionary, , , UNIT_APOSTLE (2752521), Move: 32 35 -> 33 35 Dist: 1
230, 4, HL: Move Missionary, , , UNIT_MISSIONARY (3014657), Move: 63 25 -> 63 27 Dist: 2
230, 4, HL: Move Missionary, , , UNIT_MISSIONARY (2883592), Move: 68 11 -> 69 11 Dist: 1
230, 5, HL: Explore, , , UNIT_PIKEMAN (1572864), Move To: 0 28
230, 5, HL: End Turn, , , UNIT_PIKEMAN (1572864)
230, 6, Heal, , , UNIT_GALLEY (458752), 
230, 6, HL: End Turn, , , UNIT_SETTLER (1245190)
230, 7, Wander, , , UNIT_MUSKETMAN (1179648), Move To: 30 20
230, 7, Wander, , , UNIT_TREBUCHET (1114115), Move To: 31 18
230, 7, Wander, , , UNIT_CROSSBOWMAN (983045), Move To: 27 21
230, 7, Wander, , , UNIT_TREBUCHET (851974), Move To: 33 22
230, 7, HL: End Turn, , , UNIT_BUILDER (1048580)
230, 9, Wander, , , UNIT_BOMBARD (1179652), Move To: 22 20
230, 9, HL: End Turn, , , UNIT_SETTLER (589826)
230, 9, HL: End Turn, , , UNIT_BUILDER (1114118)
230, 11, Heal, , , UNIT_GALLEY (262146), 
230, 11, Heal, , , UNIT_GALLEY (524293), 
230, 11, Wander Back to City, , , UNIT_TREBUCHET (786433), Move To: 22 32
230, 11, Wander, , , UNIT_PIKEMAN (851975), Move To: 24 32
230, 11, HL: End Turn, , , UNIT_BUILDER (655363)
230, 12, Wander, , , UNIT_CROSSBOWMAN (917504), Move To: 71 10
230, 12, Wander, , , UNIT_BOMBARD (1114113), Move To: 70 9
230, 12, Wander, , , UNIT_CROSSBOWMAN (1048583), Move To: 71 9
230, 12, HL: End Turn, , , UNIT_BUILDER (589826)
230, 14, Heal, , , UNIT_GALLEY (327683), 
230, 14, Wander, , , UNIT_TREBUCHET (786433), Move To: 15 16
230, 14, Wander, , , UNIT_PIKEMAN (851970), Move To: 15 20
230, 14, HL: End Turn, , , UNIT_BUILDER (458752)
230, 63, Attack Units, TARGET_HIGH_PRIORITY_UNIT, UNIT_TREBUCHET (786433), UNIT_TREBUCHET (16449595), Expected Damage: 0, Move 30 14 Attack -9999 -9999
230, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (589832), AT: 65 2
230, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1769498), AT: 40 11
230, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 3 32
230, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 57 39
230, 63, Pillage Improvement, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_PIKEMAN (17367090), Available Units: 1
230, 63, Pillage Improvement, TARGET_ENEMY_PASSIVE_DISTRICT, ?, UNIT_PIKEMAN (17367090), Available Units: 1
230, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
230, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
230, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
230, 63, Wander, , , UNIT_MUSKETMAN (16973827), Move To: 59 36
230, 63, Wander, , , UNIT_ARCHER (8323077), Move To: 66 6
230, 63, Wander Back to Camp, , , UNIT_GALLEY (8454150), Move To: 40 11
230, 63, Wander, , , UNIT_CROSSBOWMAN (17235987), Move To: 32 12
230, 63, Wander, , , UNIT_QUADRIREME (4390936), Move To: 41 8
230, 63, Wander, , , UNIT_MAN_AT_ARMS (15859747), Move To: 65 3
230, 63, Wander, , , UNIT_QUADRIREME (5636132), Move To: 39 11
230, 63, Wander, , , UNIT_MUSKETMAN (17170477), Move To: 1 33
230, 63, Wander, , , UNIT_GALLEY (7405626), Move To: 42 12
230, 63, Wander, , , UNIT_GALLEY (9633854), Move To: 41 11
230, 63, Wander, , , UNIT_MUSKETMAN (16580674), Move To: 58 38
230, 63, Wander, , , UNIT_MUSKETMAN (16318533), Move To: 66 7
230, 63, Wander, , , UNIT_MUSKETMAN (16842824), Move To: 2 33
230, 63, HL: Explore tertiary regions, , , UNIT_SCOUT (17104912), Move To: 16 20
230, 63, HL: End Turn, , , UNIT_BUILDER (9502729)
230, 63, HL: End Turn, , , UNIT_SCOUT (17104912)
230, 63, HL: End Turn, , , UNIT_SCOUT (9109522)
230, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16252951)
230, 63, HL: End Turn, , , UNIT_BATTERING_RAM (15597598)
230, 63, HL: End Turn, , , UNIT_BUILDER (16515110)
230, 63, HL: End Turn, , , UNIT_GALLEY (11599911)
230, 63, HL: End Turn, , , UNIT_SCOUT (7798828)
230, 63, HL: End Turn, , , UNIT_PIKEMAN (17301556)
230, 63, HL: End Turn, , , UNIT_SETTLER (17039420)
230, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16908351)
230, 63, HL: End Turn, , , UNIT_SETTLER (16711745)
231, 1, Promote, , , UNIT_APOSTLE (3276803), 
231, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 0 24
231, 2, HL: Explore, , , UNIT_SCOUT (524288), Move To: 73 25
231, 2, HL: End Turn, , , UNIT_SCOUT (524288)
231, 3, HL: Move Missionary, , , UNIT_APOSTLE (3211264), Move: 1 13 -> 71 12 Dist: 5
231, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3342341), Move: 8 27 -> 21 32 Dist: 15
231, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3276806), Move: 1 20 -> 70 13 Dist: 8
231, 3, HL: Move Missionary, , , UNIT_APOSTLE (2752521), Move: 32 35 -> 33 35 Dist: 1
231, 4, HL: Move Missionary, , , UNIT_MISSIONARY (3014657), Move: 64 26 -> 63 27 Dist: 1
231, 4, HL: Move Missionary, , , UNIT_MISSIONARY (2883592), Move: 69 11 -> 70 12 Dist: 1
231, 5, HL: Explore, , , UNIT_PIKEMAN (1572864), Move To: 0 30
231, 5, HL: End Turn, , , UNIT_PIKEMAN (1572864)
231, 6, Heal, , , UNIT_GALLEY (458752), 
231, 6, HL: End Turn, , , UNIT_SETTLER (1245190)
231, 7, Wander, , , UNIT_MUSKETMAN (1179648), Move To: 28 21
231, 7, Wander, , , UNIT_TREBUCHET (1114115), Move To: 30 18
231, 7, Wander, , , UNIT_CROSSBOWMAN (983045), Move To: 27 23
231, 7, Wander, , , UNIT_TREBUCHET (851974), Move To: 33 23
231, 7, HL: End Turn, , , UNIT_BUILDER (1048580)
231, 8, HL: End Turn, , , UNIT_BUILDER (1048583)
231, 9, Wander, , , UNIT_BOMBARD (1179652), Move To: 21 21
231, 9, HL: End Turn, , , UNIT_SETTLER (589826)
231, 9, HL: End Turn, , , UNIT_BUILDER (1114118)
231, 11, Move to safety, , , UNIT_TREBUCHET (786433), Current Danger: 35
231, 11, Heal, , , UNIT_GALLEY (262146), 
231, 11, Heal, , , UNIT_GALLEY (524293), 
231, 11, Wander, , , UNIT_PIKEMAN (851975), Move To: 22 32
231, 11, HL: End Turn, , , UNIT_BUILDER (655363)
231, 12, Wander, , , UNIT_CROSSBOWMAN (917504), Move To: 71 11
231, 12, Wander, , , UNIT_BOMBARD (1114113), Move To: 70 11
231, 12, Wander, , , UNIT_CROSSBOWMAN (1048583), Move To: 70 9
231, 12, HL: End Turn, , , UNIT_BUILDER (589826)
231, 14, Heal, , , UNIT_GALLEY (327683), 
231, 14, Wander, , , UNIT_TREBUCHET (786433), Move To: 16 18
231, 14, Wander, , , UNIT_PIKEMAN (851970), Move To: 16 20
231, 14, HL: End Turn, , , UNIT_BUILDER (458752)
231, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (589832), AT: 65 2
231, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (1769498), AT: 40 11
231, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (720906), AT: 3 32
231, 63, Barb. Camp Defense, TARGET_BARBARIAN_CAMP, , UNIT_SPEARMAN (327684), AT: 57 39
231, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
231, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
231, 63, Pillage Improvement, TARGET_ENEMY_IMPROVEMENT, ?, UNIT_PIKEMAN (17301556), Available Units: 1
231, 63, Wander, , , UNIT_MUSKETMAN (16973827), Move To: 59 35
231, 63, Wander, , , UNIT_ARCHER (8323077), Move To: 67 6
231, 63, Wander Back to Camp, , , UNIT_GALLEY (8454150), Move To: 40 11
231, 63, Wander, , , UNIT_CROSSBOWMAN (17235987), Move To: 31 12
231, 63, Wander, , , UNIT_QUADRIREME (4390936), Move To: 42 6
231, 63, Wander, , , UNIT_MAN_AT_ARMS (15859747), Move To: 64 3
231, 63, Wander, , , UNIT_QUADRIREME (5636132), Move To: 38 13
231, 63, Wander, , , UNIT_MUSKETMAN (17170477), Move To: 2 32
231, 63, Wander, , , UNIT_GALLEY (7405626), Move To: 40 9
231, 63, Wander, , , UNIT_TREBUCHET (16449595), Move To: 32 14
231, 63, Wander, , , UNIT_GALLEY (9633854), Move To: 40 8
231, 63, Wander, , , UNIT_MUSKETMAN (16580674), Move To: 59 38
231, 63, Wander, , , UNIT_MUSKETMAN (16318533), Move To: 67 7
231, 63, Wander, , , UNIT_MUSKETMAN (16842824), Move To: 2 34
231, 63, HL: Explore tertiary regions, , , UNIT_SCOUT (17104912), Move To: 15 21
231, 63, HL: End Turn, , , UNIT_BUILDER (9502729)
231, 63, HL: End Turn, , , UNIT_SCOUT (17104912)
231, 63, HL: End Turn, , , UNIT_SCOUT (9109522)
231, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16252951)
231, 63, HL: End Turn, , , UNIT_BATTERING_RAM (15597598)
231, 63, HL: End Turn, , , UNIT_BUILDER (16515110)
231, 63, HL: End Turn, , , UNIT_GALLEY (11599911)
231, 63, HL: End Turn, , , UNIT_SCOUT (7798828)
231, 63, HL: End Turn, , , UNIT_PIKEMAN (17301556)
231, 63, HL: End Turn, , , UNIT_SETTLER (17039420)
231, 63, HL: End Turn, , , UNIT_BATTERING_RAM (16908351)
231, 63, HL: End Turn, , , UNIT_SETTLER (16711745)
232, 1, HL: Evangelize Belief, , , UNIT_APOSTLE (3276803)
232, 3, HL: Move Missionary, , , UNIT_APOSTLE (3211264), Move: 73 12 -> 71 12 Dist: 2
232, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3342341), Move: 11 27 -> 21 32 Dist: 12
232, 3, HL: Move Missionary, , , UNIT_MISSIONARY (3276806), Move: 73 17 -> 71 12 Dist: 5
232, 3, HL: Move Missionary, , , UNIT_APOSTLE (2752521), Move: 32 35 -> 33 35 Dist: 1
232, 4, HL: Move Missionary, , , UNIT_MISSIONARY (3014657), Move: 63 27 -> 64 28 Dist: 1
