Game Turn, Player, Unit, From X, From Y, To X, To Y, Info, Checksum
227, LOC_CIVILIZATION_AMSTERDAM_NAME, UNIT_MAN_AT_ARMS (720902), 27, 14, 22, 32, 4360, ffffffff
227, LOC_CIVILIZATION_AMSTERDAM_NAME, UNIT_TREBUCHET (786433), 26, 14, 24, 15, 272, 4cb0fbbf
227, LOC_CIVILIZATION_AMSTERDAM_NAME, UNIT_PIKEMAN (851975), 23, 34, 22, 32, 256, 340ab565
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_CROSSBOWMAN (917504), 72, 9, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_BOMBARD (1114113), 70, 9, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_TRADER (524291), 3, 12, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_BUILDER (589826), 70, 14, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_TRADER (720901), 13, 20, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_CROSSBOWMAN (1048583), 71, 7, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_CROSSBOWMAN (917504), 72, 9, 71, 8, 256, 583376bc
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_BOMBARD (1114113), 70, 9, 71, 10, 256, 77a374ac
227, LOC_CIVILIZATION_CARTHAGE_NAME, UNIT_CROSSBOWMAN (1048583), 71, 7, 71, 9, 256, ba4df3ff
227, LOC_CIVILIZATION_SEOUL_NAME, UNIT_TRADER (917504), 21, 32, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_SEOUL_NAME, UNIT_PIKEMAN (851972), 16, 29, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_SEOUL_NAME, UNIT_CROSSBOWMAN (786438), 18, 30, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_SEOUL_NAME, UNIT_PIKEMAN (851972), 16, 29, 3, 31, 4353, ffffffff
227, LOC_CIVILIZATION_SEOUL_NAME, UNIT_CROSSBOWMAN (786438), 18, 30, 4, 30, 4353, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_BUILDER (458752), 12, 22, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_TREBUCHET (786433), 17, 20, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_GALLEY (327683), 72, 29, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_TRADER (524292), 13, 22, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_TRADER (589829), 3, 20, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_PIKEMAN (720902), 12, 21, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_PIKEMAN (720902), 12, 21, 3, 24, 256, ed0bcf10
227, LOC_CIVILIZATION_NAN_MADOL_NAME, UNIT_TREBUCHET (786433), 17, 20, 16, 19, 256, a52f8627
227, LOC_CIVILIZATION_BRUSSELS_NAME, UNIT_PIKEMAN (1179652), 57, 38, -9999, -9999, 2833, ffffffff
227, LOC_CIVILIZATION_AMSTERDAM_NAME, UNIT_MAN_AT_ARMS (720902), 27, 14, -9999, -9999, 2833, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_ARCHER (4325377), 66, 4, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16973827), 57, 37, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (327684), 57, 39, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_ARCHER (8323077), 66, 6, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (8454150), 50, 19, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (589832), 65, 2, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_BUILDER (9502729), 58, 38, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (720906), 3, 32, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (17104912), 28, 16, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (9109522), 58, 36, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_CROSSBOWMAN (17235987), 31, 11, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_BATTERING_RAM (16252951), 58, 37, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_QUADRIREME (4390936), 41, 10, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (1769498), 40, 11, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_BATTERING_RAM (15597598), 3, 33, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MAN_AT_ARMS (15859747), 62, 7, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_QUADRIREME (5636132), 42, 14, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_BUILDER (16515110), 46, 7, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (11599911), 44, 3, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (7798828), 1, 32, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (17170477), 1, 31, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (7405626), 42, 12, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_TREBUCHET (16449595), 28, 15, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SETTLER (17039420), 6, 30, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_BATTERING_RAM (16908351), 31, 11, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (9633854), 39, 11, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SETTLER (16711745), 5, 26, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16318533), 67, 7, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16580674), 58, 39, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16842824), 2, 32, -9999, -9999, 2325, ffffffff
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SCOUT (17104912), 28, 16, 31, 12, 4352, 1dc6d34b
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16580674), 58, 39, 58, 38, 256, 1a7623a8
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_SPEARMAN (327684), 57, 39, 57, 38, 272, 864c8ba5
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16973827), 57, 37, 57, 38, 272, b47ae927
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MAN_AT_ARMS (15859747), 62, 7, 63, 6, 272, 4fdc9b0f
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_ARCHER (8323077), 66, 6, 67, 6, 256, 8cd131b5
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_CROSSBOWMAN (17235987), 31, 11, 32, 12, 256, ffe71cb9
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_QUADRIREME (4390936), 41, 10, 38, 13, 256, 65f9ef59
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_QUADRIREME (5636132), 42, 14, 42, 10, 256, 4724c305
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (17170477), 1, 31, 1, 33, 256,  1f07142
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (7405626), 42, 12, 40, 8, 256, d758affd
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (7405626), 41, 10, 40, 8, 0, a389f477
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_GALLEY (9633854), 39, 11, 41, 7, 256, bd682a79
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16318533), 67, 7, 68, 6, 256, 27b36e88
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_MUSKETMAN (16842824), 2, 32, 2, 31, 256, 15f57b8c
227, LOC_CIVILIZATION_BARBARIAN_NAME, UNIT_BUILDER (9502729), 58, 38, 59, 38, 256, cfc71277
228, LOC_CIVILIZATION_KANDY_NAME, UNIT_TREBUCHET (786438), 60, 18, -9999, -9999, 2833, ffffffff
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_TRADER (2424834), 59, 12, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_GREAT_GENERAL (2949121), 61, 16, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_ARCHER (1638405), 57, 18, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_NORWEGIAN_BERSERKER (2818059), 56, 16, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_KANDY_NAME, UNIT_TREBUCHET (786438), 60, 18, -9999, -9999, 2833, ffffffff
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_GREAT_GENERAL (2949121), 61, 16, 61, 15, 16656, 3dc0e6c2
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_GREAT_GENERAL (2949121), 61, 15, 61, 16, 16400,  21a5812
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_GREAT_GENERAL (2949121), 61, 16, 61, 15, 16400, 3dc0e6c2
228, LOC_CIVILIZATION_NORWAY_NAME, UNIT_GREAT_GENERAL (2949121), 61, 15, 61, 16, 16400,  21a5812
228, LOC_CIVILIZATION_EGYPT_NAME, UNIT_SPEARMAN (1769478), 52, 28, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_EGYPT_NAME, UNIT_GREAT_WRITER (2818050), 57, 30, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_EGYPT_NAME, UNIT_GREAT_WRITER (3211271), 55, 32, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_EGYPT_NAME, UNIT_SPEARMAN (1769478), 52, 28, 57, 39, 256, ffffffff
228, LOC_CIVILIZATION_EGYPT_NAME, UNIT_SPEARMAN (1769478), 52, 28, 57, 39, 256, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_TRADER (1245185), 22, 25, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SCOUT (524288), 7, 16, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SETTLER (2949122), 30, 26, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_APOSTLE (2818053), 32, 35, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_BUILDER (2752516), 22, 25, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_KNIGHT (2686983), 26, 23, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_GURU (2490374), 26, 23, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_BUILDER (2883592), 29, 24, -9999, -9999, 2325, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SETTLER (2949122), 30, 26, 36, 26, 276, f3bcb125
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SETTLER (2949122), 30, 26, 36, 26, 4353, f3bcb125
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_BUILDER (2752516), 22, 25, 20, 26, 4360, bf8291a2
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_BUILDER (2883592), 29, 24, 33, 26, 4360, 77f35f32
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_APOSTLE (2818053), 32, 35, 31, 35, 272, a0e5acd6
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_GURU (2490374), 26, 23, 32, 35, 4352, 53e8e6fe
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SCOUT (524288), 7, 16, -9999, -9999, 2368, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SCOUT (524288), 7, 16, 6, 18, 320, 91bc3ff4
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SCOUT (524288), 6, 18, -9999, -9999, 2112, ffffffff
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_SCOUT (524288), 6, 18, 5, 19, 64,  ae071c8
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_BUILDER (2752516), 20, 25, 20, 26, 4104, 841a576a
228, LOC_CIVILIZATION_BRAZIL_NAME, UNIT_GURU (2490374), 29, 25, 32, 35, 4096, 1887079d
