Game Turn, Player, Action, Tech, Score
227, 2, Tech, TECH_MACHINERY, 0.0, OWNED
227, 2, Tech, TECH_EDUCATION, 0.0, OWNED
227, 2, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 2, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 2, Tech, TECH_CASTLES, 0.0, OWNED
227, 2, Tech, TECH_CARTOGRAPHY, 0.0, OWNED
227, 2, Tech, TECH_MASS_PRODUCTION, 0.0, OWNED
227, 2, Tech, TECH_BANKING, 0.0, OWNED
227, 2, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 2, Tech, TECH_PRINTING, 0.0, OWNED
227, 2, Tech, TECH_SQUARE_RIGGING, 0.0, OWNED
227, 2, Tech, TECH_ASTRONOMY, 0.0, OWNED
227, 2, Tech, TECH_METAL_CASTING, 0.0, OWNED
227, 2, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
227, 2, Tech, TECH_INDUSTRIALIZATION, 312.6, RESEARCHING
227, 2, Tech, TECH_SCIENTIFIC_THEORY, 0.0, OWNED
227, 2, Tech, TECH_BALLISTICS, 0.0, OWNED
227, 2, Tech, TECH_MILITARY_SCIENCE, 0.0, OWNED
227, 2, Tech, TECH_STEAM_POWER, 533.5, BOOSTED
227, 2, Tech, TECH_SANITATION, 236.4, 
227, 2, Tech, TECH_ECONOMICS, 268.7, 
227, 2, Tech, TECH_RIFLING, 177.9, BOOSTED
227, 2, Tech, TECH_FLIGHT, 7644.8, GOAL
227, 2, Tech, TECH_REPLACEABLE_PARTS, 751.1, 
227, 2, Tech, TECH_STEEL, 723.6, 
227, 2, Tech, TECH_ELECTRICITY, 736.8, 
227, 2, Tech, TECH_RADIO, 1449.6, 
227, 2, Tech, TECH_CHEMISTRY, 859.7, BOOSTED
227, 2, Tech, TECH_COMBUSTION, 617.9, 
227, 2, Tech, TECH_ADVANCED_BALLISTICS, 1685.0, 
227, 2, Contract 2981
227, 2, Contract 3018
227, 2, Contract 3020
227, 2, Contract 3053
227, 2, Contract 3056
227, 2, Contract 3057
227, 2, Contract 3074
227, 3, Tech, TECH_POTTERY, 0.0, OWNED
227, 3, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 3, Tech, TECH_MINING, 0.0, OWNED
227, 3, Tech, TECH_SAILING, 0.0, OWNED
227, 3, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 3, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 3, Tech, TECH_ARCHERY, 0.0, OWNED
227, 3, Tech, TECH_WRITING, 0.0, OWNED
227, 3, Tech, TECH_MASONRY, 0.0, OWNED
227, 3, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 3, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 3, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 3, Tech, TECH_CURRENCY, 0.0, OWNED
227, 3, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 3, Tech, TECH_IRON_WORKING, 252.1, 
227, 3, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 3, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 3, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 3, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 3, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 3, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 3, Tech, TECH_MACHINERY, 758.4, BOOSTED
227, 3, Tech, TECH_EDUCATION, 0.0, OWNED
227, 3, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 3, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 3, Tech, TECH_CASTLES, 0.0, OWNED
227, 3, Tech, TECH_CARTOGRAPHY, 0.0, OWNED
227, 3, Tech, TECH_MASS_PRODUCTION, 0.0, OWNED
227, 3, Tech, TECH_BANKING, 0.0, OWNED
227, 3, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 3, Tech, TECH_PRINTING, 1027.7, BOOSTED
227, 3, Tech, TECH_SQUARE_RIGGING, 0.0, OWNED
227, 3, Tech, TECH_ASTRONOMY, 0.0, OWNED
227, 3, Tech, TECH_METAL_CASTING, 608.3, BOOSTED
227, 3, Tech, TECH_SIEGE_TACTICS, 958.0, 
227, 3, Tech, TECH_INDUSTRIALIZATION, 0.0, OWNED
227, 3, Tech, TECH_SCIENTIFIC_THEORY, 0.0, OWNED
227, 3, Tech, TECH_BALLISTICS, 1038.6, 
227, 3, Tech, TECH_STEAM_POWER, 267.2, 
227, 3, Tech, TECH_SANITATION, 240.6, RESEARCHING
227, 3, Tech, TECH_ECONOMICS, 843.3, BOOSTED
227, 3, Tech, TECH_FLIGHT, 2946.2, 
227, 3, Tech, TECH_REPLACEABLE_PARTS, 1217.8, 
227, 3, Tech, TECH_ELECTRICITY, 394.9, 
227, 3, Tech, TECH_RADIO, 1558.4, 
227, 3, Tech, TECH_CHEMISTRY, 621.7, 
227, 3, Tech, TECH_ADVANCED_FLIGHT, 1595.8, 
227, 3, Tech, TECH_ROCKETRY, 3274.0, GOAL
227, 3, Tech, TECH_COMPUTERS, 1744.3, 
227, 3, Contract 2954
227, 3, Contract 2984
227, 3, Contract 2986
227, 3, Contract 3076
227, 4, Tech, TECH_POTTERY, 0.0, OWNED
227, 4, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 4, Tech, TECH_MINING, 0.0, OWNED
227, 4, Tech, TECH_SAILING, 0.0, OWNED
227, 4, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 4, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 4, Tech, TECH_ARCHERY, 0.0, OWNED
227, 4, Tech, TECH_WRITING, 0.0, OWNED
227, 4, Tech, TECH_MASONRY, 0.0, OWNED
227, 4, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 4, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 4, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 4, Tech, TECH_CURRENCY, 0.0, OWNED
227, 4, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 4, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 4, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 4, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 4, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 4, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 4, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 4, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 4, Tech, TECH_MACHINERY, 693.8, RESEARCHING
227, 4, Tech, TECH_EDUCATION, 179.8, 
227, 4, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 4, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 4, Tech, TECH_CASTLES, 179.8, 
227, 4, Tech, TECH_CARTOGRAPHY, 116.6, 
227, 4, Tech, TECH_MASS_PRODUCTION, 285.9, 
227, 4, Tech, TECH_BANKING, 285.9, 
227, 4, Tech, TECH_GUNPOWDER, 494.1, BOOSTED
227, 4, Tech, TECH_PRINTING, 711.0, GOAL
227, 4, Tech, TECH_SQUARE_RIGGING, 177.8, 
227, 4, Tech, TECH_ASTRONOMY, 261.3, 
227, 4, Tech, TECH_METAL_CASTING, 748.0, 
227, 4, Tech, TECH_SIEGE_TACTICS, 254.5, 
227, 4, Tech, TECH_INDUSTRIALIZATION, -9535.3, 
227, 4, Tech, TECH_SCIENTIFIC_THEORY, 364.4, 
227, 4, Tech, TECH_BALLISTICS, 773.1, 
227, 4, Tech, TECH_MILITARY_SCIENCE, -9033.5, 
227, 4, Contract 2960
227, 5, Tech, TECH_POTTERY, 0.0, OWNED
227, 5, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 5, Tech, TECH_MINING, 0.0, OWNED
227, 5, Tech, TECH_SAILING, 0.0, OWNED
227, 5, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 5, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 5, Tech, TECH_ARCHERY, 0.0, OWNED
227, 5, Tech, TECH_WRITING, 0.0, OWNED
227, 5, Tech, TECH_MASONRY, 0.0, OWNED
227, 5, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 5, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 5, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 5, Tech, TECH_CURRENCY, 0.0, OWNED
227, 5, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 5, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 5, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 5, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 5, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 5, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 5, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 5, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 5, Tech, TECH_MACHINERY, 0.0, OWNED
227, 5, Tech, TECH_EDUCATION, 0.0, OWNED
227, 5, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 5, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 5, Tech, TECH_CASTLES, 0.0, OWNED
227, 5, Tech, TECH_CARTOGRAPHY, 311.0, 
227, 5, Tech, TECH_MASS_PRODUCTION, 322.8, BOOSTED
227, 5, Tech, TECH_BANKING, 0.0, OWNED
227, 5, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 5, Tech, TECH_PRINTING, 900.6, RESEARCHING
227, 5, Tech, TECH_SQUARE_RIGGING, 525.0, 
227, 5, Tech, TECH_ASTRONOMY, 295.2, BOOSTED
227, 5, Tech, TECH_METAL_CASTING, 214.5, 
227, 5, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
227, 5, Tech, TECH_INDUSTRIALIZATION, 1034.3, 
227, 5, Tech, TECH_SCIENTIFIC_THEORY, 1928.5, 
227, 5, Tech, TECH_BALLISTICS, 785.1, 
227, 5, Tech, TECH_MILITARY_SCIENCE, 1071.3, 
227, 5, Tech, TECH_SANITATION, 667.0, 
227, 5, Tech, TECH_ECONOMICS, 866.9, 
227, 5, Tech, TECH_RIFLING, 1972.0, GOAL
227, 5, Contract 2847
227, 5, Contract 2994
227, 5, Contract 3005
227, 5, Contract 3082
227, 6, Tech, TECH_POTTERY, 0.0, OWNED
227, 6, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 6, Tech, TECH_MINING, 0.0, OWNED
227, 6, Tech, TECH_SAILING, 0.0, OWNED
227, 6, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 6, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 6, Tech, TECH_ARCHERY, 0.0, OWNED
227, 6, Tech, TECH_WRITING, 0.0, OWNED
227, 6, Tech, TECH_MASONRY, 0.0, OWNED
227, 6, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 6, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 6, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 6, Tech, TECH_CURRENCY, 0.0, OWNED
227, 6, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 6, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 6, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 6, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 6, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 6, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 6, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 6, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 6, Tech, TECH_MACHINERY, 0.0, OWNED
227, 6, Tech, TECH_EDUCATION, 0.0, OWNED
227, 6, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 6, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 6, Tech, TECH_CASTLES, 615.7, 
227, 6, Tech, TECH_CARTOGRAPHY, 215.2, 
227, 6, Tech, TECH_MASS_PRODUCTION, 83.3, 
227, 6, Tech, TECH_BANKING, 268.7, BOOSTED
227, 6, Tech, TECH_GUNPOWDER, 206.6, 
227, 6, Tech, TECH_PRINTING, 211.9, RESEARCHING
227, 6, Tech, TECH_SQUARE_RIGGING, 231.1, 
227, 6, Tech, TECH_ASTRONOMY, 49.9, 
227, 6, Tech, TECH_METAL_CASTING, 245.7, 
227, 6, Tech, TECH_SIEGE_TACTICS, 490.5, BOOSTED
227, 6, Tech, TECH_INDUSTRIALIZATION, -9684.5, 
227, 6, Tech, TECH_SCIENTIFIC_THEORY, -9680.4, 
227, 6, Tech, TECH_BALLISTICS, -9753.3, 
227, 6, Tech, TECH_MILITARY_SCIENCE, 719.9, 
227, 6, Tech, TECH_SANITATION, -9680.4, 
227, 6, Tech, TECH_ECONOMICS, -9434.7, 
227, 6, Contract 3046
227, 7, Tech, TECH_POTTERY, 0.0, OWNED
227, 7, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 7, Tech, TECH_MINING, 0.0, OWNED
227, 7, Tech, TECH_SAILING, 0.0, OWNED
227, 7, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 7, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 7, Tech, TECH_ARCHERY, 0.0, OWNED
227, 7, Tech, TECH_WRITING, 0.0, OWNED
227, 7, Tech, TECH_MASONRY, 0.0, OWNED
227, 7, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 7, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 7, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 7, Tech, TECH_CURRENCY, 0.0, OWNED
227, 7, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 7, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 7, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 7, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 7, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 7, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 7, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 7, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 7, Tech, TECH_MACHINERY, 0.0, OWNED
227, 7, Tech, TECH_EDUCATION, 0.0, OWNED
227, 7, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 7, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 7, Tech, TECH_CASTLES, 0.0, OWNED
227, 7, Tech, TECH_CARTOGRAPHY, 50.9, 
227, 7, Tech, TECH_MASS_PRODUCTION, 66.2, 
227, 7, Tech, TECH_BANKING, 268.7, BOOSTED
227, 7, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 7, Tech, TECH_PRINTING, 176.9, RESEARCHING
227, 7, Tech, TECH_SQUARE_RIGGING, -9948.1, 
227, 7, Tech, TECH_ASTRONOMY, 40.4, 
227, 7, Tech, TECH_METAL_CASTING, 18.7, 
227, 7, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
227, 7, Tech, TECH_INDUSTRIALIZATION, -9881.9, 
227, 7, Tech, TECH_SCIENTIFIC_THEORY, -9689.9, 
227, 7, Tech, TECH_BALLISTICS, -9980.3, 
227, 7, Tech, TECH_MILITARY_SCIENCE, 174.1, GOAL
227, 7, Tech, TECH_SANITATION, -9689.9, 
227, 7, Tech, TECH_ECONOMICS, -9671.2, 
227, 7, Tech, TECH_RIFLING, -9803.4, 
227, 8, Tech, TECH_POTTERY, 0.0, OWNED
227, 8, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 8, Tech, TECH_MINING, 0.0, OWNED
227, 8, Tech, TECH_SAILING, 0.0, OWNED
227, 8, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 8, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 8, Tech, TECH_ARCHERY, 0.0, OWNED
227, 8, Tech, TECH_WRITING, 0.0, OWNED
227, 8, Tech, TECH_MASONRY, 0.0, OWNED
227, 8, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 8, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 8, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 8, Tech, TECH_CURRENCY, 0.0, OWNED
227, 8, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 8, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 8, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 8, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 8, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 8, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 8, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 8, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 8, Tech, TECH_MACHINERY, 0.0, OWNED
227, 8, Tech, TECH_EDUCATION, 0.0, OWNED
227, 8, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 8, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 8, Tech, TECH_CASTLES, 0.0, OWNED
227, 8, Tech, TECH_CARTOGRAPHY, 385.0, RESEARCHING
227, 8, Tech, TECH_MASS_PRODUCTION, 58.1, 
227, 8, Tech, TECH_BANKING, 268.7, BOOSTED
227, 8, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 8, Tech, TECH_PRINTING, 0.0, OWNED
227, 8, Tech, TECH_SQUARE_RIGGING, 399.1, GOAL
227, 8, Tech, TECH_ASTRONOMY, 33.8, 
227, 8, Tech, TECH_METAL_CASTING, 20.7, 
227, 8, Tech, TECH_SIEGE_TACTICS, 0.0, OWNED
227, 8, Tech, TECH_INDUSTRIALIZATION, -9541.8, 
227, 8, Tech, TECH_SCIENTIFIC_THEORY, -9696.5, 
227, 8, Tech, TECH_BALLISTICS, -9978.3, 
227, 8, Tech, TECH_MILITARY_SCIENCE, 15.8, 
227, 8, Tech, TECH_SANITATION, -9696.5, 
227, 8, Tech, TECH_ECONOMICS, -9675.8, 
227, 8, Tech, TECH_RIFLING, -9962.5, 
227, 9, Tech, TECH_POTTERY, 0.0, OWNED
227, 9, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 9, Tech, TECH_MINING, 0.0, OWNED
227, 9, Tech, TECH_SAILING, 0.0, OWNED
227, 9, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 9, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 9, Tech, TECH_ARCHERY, 0.0, OWNED
227, 9, Tech, TECH_WRITING, 0.0, OWNED
227, 9, Tech, TECH_MASONRY, 0.0, OWNED
227, 9, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 9, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 9, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 9, Tech, TECH_CURRENCY, 0.0, OWNED
227, 9, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 9, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 9, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 9, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 9, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 9, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 9, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 9, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 9, Tech, TECH_MACHINERY, 0.0, OWNED
227, 9, Tech, TECH_EDUCATION, 0.0, OWNED
227, 9, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 9, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 9, Tech, TECH_CASTLES, 0.0, OWNED
227, 9, Tech, TECH_CARTOGRAPHY, 84.9, 
227, 9, Tech, TECH_MASS_PRODUCTION, 110.4, 
227, 9, Tech, TECH_BANKING, 268.7, BOOSTED
227, 9, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 9, Tech, TECH_PRINTING, 101.9, 
227, 9, Tech, TECH_SQUARE_RIGGING, 106.1, 
227, 9, Tech, TECH_ASTRONOMY, 85.9, 
227, 9, Tech, TECH_METAL_CASTING, 0.0, OWNED
227, 9, Tech, TECH_SIEGE_TACTICS, 535.4, 
227, 9, Tech, TECH_INDUSTRIALIZATION, -9782.5, 
227, 9, Tech, TECH_SCIENTIFIC_THEORY, 361.5, 
227, 9, Tech, TECH_BALLISTICS, 443.0, RESEARCHING
227, 9, Tech, TECH_MILITARY_SCIENCE, 339.5, 
227, 9, Tech, TECH_SANITATION, -9637.5, 
227, 9, Tech, TECH_ECONOMICS, -9637.5, 
227, 9, Tech, TECH_RIFLING, -9216.5, BOOSTED
227, 9, Contract 3068
227, 11, Tech, TECH_POTTERY, 0.0, OWNED
227, 11, Tech, TECH_ANIMAL_HUSBANDRY, 0.0, OWNED
227, 11, Tech, TECH_MINING, 0.0, OWNED
227, 11, Tech, TECH_SAILING, 0.0, OWNED
227, 11, Tech, TECH_ASTROLOGY, 0.0, OWNED
227, 11, Tech, TECH_IRRIGATION, 0.0, OWNED
227, 11, Tech, TECH_ARCHERY, 0.0, OWNED
227, 11, Tech, TECH_WRITING, 0.0, OWNED
227, 11, Tech, TECH_MASONRY, 0.0, OWNED
227, 11, Tech, TECH_BRONZE_WORKING, 0.0, OWNED
227, 11, Tech, TECH_THE_WHEEL, 0.0, OWNED
227, 11, Tech, TECH_CELESTIAL_NAVIGATION, 0.0, OWNED
227, 11, Tech, TECH_CURRENCY, 0.0, OWNED
227, 11, Tech, TECH_HORSEBACK_RIDING, 0.0, OWNED
227, 11, Tech, TECH_IRON_WORKING, 0.0, OWNED
227, 11, Tech, TECH_SHIPBUILDING, 0.0, OWNED
227, 11, Tech, TECH_MATHEMATICS, 0.0, OWNED
227, 11, Tech, TECH_CONSTRUCTION, 0.0, OWNED
227, 11, Tech, TECH_ENGINEERING, 0.0, OWNED
227, 11, Tech, TECH_MILITARY_TACTICS, 0.0, OWNED
227, 11, Tech, TECH_APPRENTICESHIP, 0.0, OWNED
227, 11, Tech, TECH_MACHINERY, 0.0, OWNED
227, 11, Tech, TECH_EDUCATION, 268.7, 
227, 11, Tech, TECH_STIRRUPS, 0.0, OWNED
227, 11, Tech, TECH_MILITARY_ENGINEERING, 0.0, OWNED
227, 11, Tech, TECH_CASTLES, 0.0, OWNED
227, 11, Tech, TECH_CARTOGRAPHY, 24.1, 
227, 11, Tech, TECH_MASS_PRODUCTION, 313.3, 
227, 11, Tech, TECH_BANKING, 530.8, BOOSTED
227, 11, Tech, TECH_GUNPOWDER, 0.0, OWNED
227, 11, Tech, TECH_PRINTING, 46.9, 
227, 11, Tech, TECH_SQUARE_RIGGING, -9974.9, 
227, 11, Tech, TECH_ASTRONOMY, 295.6, 
227, 11, Tech, TECH_METAL_CASTING, 89.1, RESEARCHING
227, 11, Tech, TECH_SIEGE_TACTICS, 227.4, 
227, 11, Tech, TECH_INDUSTRIALIZATION, -9661.6, 
227, 11, Tech, TECH_SCIENTIFIC_THEORY, -9441.3, 
227, 11, Tech, TECH_BALLISTICS, -9909.9, 
