Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
227, 1, LOC_CITY_NAME_IWNW, , CONTRACT 3087, SUBMITTED, NO_UNIT, BUILDING_BARRACKS, NO_DISTRICT, VALUE 0.0, Seek Target Wonder
227, 5, LOC_CITY_NAME_XIAN, , CONTRACT 3100, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_ENCAMPMENT, VALUE 867.0, Build City District
227, 5, LOC_CITY_NAME_JIAODONG, , CONTRACT 3101, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 238.0, Build City Building
228, 1, LOC_CITY_NAME_RA_KEDET, , CONTRACT 2998, ACCEPTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 1034.0, Build City Building
228, 1, LOC_CITY_NAME_RA_KEDET, , , BUILDING_UNIVERSITY, Default Specialization, , , Value 1988.2
228, 1, LOC_CITY_NAME_RA_KEDET, , CONTRACT 3105, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 214.0, Build City Improvement
228, 1, LOC_CITY_NAME_AKHETATEN, , CONTRACT 3105, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 214.0, Build City Improvement
228, 1, LOC_CITY_NAME_MEMPHIS, , CONTRACT 3105, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 214.0, Build City Improvement
228, 1, LOC_CITY_NAME_IWNW, , CONTRACT 3105, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 214.0, Build City Improvement
228, 1, LOC_CITY_NAME_MENDES, , CONTRACT 3105, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 214.0, Build City Improvement
228, 2, LOC_CITY_NAME_NATAL, , CONTRACT 2476, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_STREET_CARNIVAL, VALUE 1119.0, Build City District
228, 2, LOC_CITY_NAME_NATAL, , CONTRACT 2793, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 324.0, Build City Improvement
228, 2, LOC_CITY_NAME_NATAL, , CONTRACT 2832, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 217.0, Build City Improvement
228, 2, LOC_CITY_NAME_NATAL, , CONTRACT 2950, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 153.0, Build City Improvement
228, 2, LOC_CITY_NAME_NATAL, , , PROJECT_CARNIVAL, Default Specialization, , , Value 816.0
228, 3, FAITH PURCHASE, , , UNIT_MISSIONARY, Unknown, CONTRACT 3094
228, 4, LOC_CITY_NAME_OSAKA, , CONTRACT 3062, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 807.0, Build City Improvement
228, 4, LOC_CITY_NAME_OSAKA, , , BUILDING_CATHEDRAL, Default Specialization, , , Value 1083.3
228, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3113, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 624.0, Build City Improvement
228, 4, LOC_CITY_NAME_TOKYO, , CONTRACT 3113, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 624.0, Build City Improvement
228, 4, LOC_CITY_NAME_OSAKA, , CONTRACT 3113, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 624.0, Build City Improvement
228, 4, LOC_CITY_NAME_OSAKA, , CONTRACT 3114, SUBMITTED, NO_UNIT, BUILDING_CATHEDRAL, NO_DISTRICT, VALUE 1083.0, Build City Building
228, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3115, SUBMITTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 1938.0, Build City Building
228, 5, LOC_CITY_NAME_TAIYUAN, , CONTRACT 3117, SUBMITTED, UNIT_QUADRIREME, NO_BUILDING, NO_DISTRICT, VALUE 4.0, Build Trigger Unit
228, 5, LOC_CITY_NAME_CHANGSHA, , CONTRACT 3117, SUBMITTED, UNIT_QUADRIREME, NO_BUILDING, NO_DISTRICT, VALUE 4.0, Build Trigger Unit
228, 5, LOC_CITY_NAME_XIAN, , CONTRACT 3121, SUBMITTED, NO_UNIT, BUILDING_WORKSHOP, NO_DISTRICT, VALUE 0.0, Build Trigger Building
228, 9, LOC_CITY_NAME_STOCKHOLM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 137.3
228, 12, LOC_CITY_NAME_CARTHAGE, , CONTRACT 3122, SUBMITTED, NO_UNIT, BUILDING_STAR_FORT, NO_DISTRICT, VALUE 967.0, Build City Building
228, 14, PURCHASE, , , UNIT_PIKEMAN, Simple Operation Attack, CONTRACT 1964
229, 1, LOC_CITY_NAME_MENDES, , CONTRACT 3123, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 193.0, Build City Building
229, 1, LOC_CITY_NAME_RA_KEDET, , CONTRACT 3126, SUBMITTED, NO_UNIT, BUILDING_TEMPLE, NO_DISTRICT, VALUE 1675.0, Build City Building
229, 3, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 2955
229, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3134, SUBMITTED, UNIT_JAPANESE_SAMURAI, NO_BUILDING, NO_DISTRICT, VALUE 938.0, Early City Assault
229, 5, LOC_CITY_NAME_CHANGSHA, , CONTRACT 3136, SUBMITTED, NO_UNIT, BUILDING_FORBIDDEN_CITY, NO_DISTRICT, VALUE 17.0, Seek Target Wonder
229, 5, LOC_CITY_NAME_XIAN, , CONTRACT 3137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
229, 5, LOC_CITY_NAME_BEIJING, , CONTRACT 3137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
229, 5, LOC_CITY_NAME_TAIYUAN, , CONTRACT 3137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
229, 5, LOC_CITY_NAME_CHANGSHA, , CONTRACT 3137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
229, 5, LOC_CITY_NAME_HANDAN, , CONTRACT 3137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
229, 5, LOC_CITY_NAME_JIAODONG, , CONTRACT 3137, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
229, 5, LOC_CITY_NAME_JIAODONG, , CONTRACT 3138, SUBMITTED, NO_UNIT, BUILDING_CHICHEN_ITZA, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
229, 14, LOC_CITY_NAME_NAN_MADOL, , CONTRACT 1964, COMPLETED, UNIT_PIKEMAN, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
229, 14, LOC_CITY_NAME_NAN_MADOL, , CONTRACT 2743, COMPLETED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 2727.3, Build City Building
229, 14, LOC_CITY_NAME_NAN_MADOL, , , PROJECT_ENHANCE_DISTRICT_HARBOR, Default Specialization, , , Value 101.9
230, 1, FAITH PURCHASE, , , UNIT_APOSTLE, Unknown, CONTRACT 3073
230, 1, LOC_CITY_NAME_MEMPHIS, , CONTRACT 3140, SUBMITTED, NO_UNIT, BUILDING_LIBRARY, NO_DISTRICT, VALUE 2148.0, Build City Building
230, 2, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 2950, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 153.0, Build City Improvement
230, 2, LOC_CITY_NAME_SAO_PAULO, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 895.5
230, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_SALVADOR, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_MANAUS, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_FORTALEZA, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_CURITIBA, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_NATAL, , CONTRACT 3143, SUBMITTED, UNIT_FIELD_CANNON, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
230, 2, LOC_CITY_NAME_FORTALEZA, , CONTRACT 3144, SUBMITTED, NO_UNIT, BUILDING_POTALA_PALACE, NO_DISTRICT, VALUE 413.0, Seek Target Wonder
230, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_SALVADOR, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_MANAUS, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_FORTALEZA, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_CURITIBA, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_NATAL, , CONTRACT 3145, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
230, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 2, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 2, LOC_CITY_NAME_SALVADOR, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 2, LOC_CITY_NAME_MANAUS, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 2, LOC_CITY_NAME_FORTALEZA, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 2, LOC_CITY_NAME_CURITIBA, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 2, LOC_CITY_NAME_NATAL, , CONTRACT 3146, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 224.0, Build City Improvement
230, 3, LOC_CITY_NAME_POKROVKA, , CONTRACT 3148, SUBMITTED, NO_UNIT, BUILDING_MUSEUM_ART, NO_DISTRICT, VALUE 0.0, Build Trigger Building
230, 3, LOC_CITY_NAME_POKROVKA, , CONTRACT 3149, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
230, 3, LOC_CITY_NAME_ISSYK, , CONTRACT 3149, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
230, 3, LOC_CITY_NAME_NEAPOLIS, , CONTRACT 3149, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
230, 3, LOC_CITY_NAME_KUL_OBA, , CONTRACT 3149, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
230, 3, LOC_CITY_NAME_POKROVKA, , CONTRACT 3150, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 875.0, Build City District
230, 3, LOC_CITY_NAME_POKROVKA, , CONTRACT 3151, SUBMITTED, NO_UNIT, BUILDING_SHIPYARD, NO_DISTRICT, VALUE 0.0, Build Trigger Building
230, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3154, SUBMITTED, NO_UNIT, BUILDING_WORKSHOP, NO_DISTRICT, VALUE 0.0, Build Trigger Building
230, 5, LOC_CITY_NAME_HANDAN, , , DISTRICT_COMMERCIAL_HUB, Build City District, CONTRACT 3098
230, 5, LOC_CITY_NAME_JIAODONG, , , DISTRICT_CAMPUS, Build City District, CONTRACT 3027
230, 5, LOC_CITY_NAME_HANDAN, , CONTRACT 3156, SUBMITTED, NO_UNIT, BUILDING_STAR_FORT, NO_DISTRICT, VALUE 887.0, Build City Building
230, 5, LOC_CITY_NAME_XIAN, , CONTRACT 3160, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
230, 5, LOC_CITY_NAME_BEIJING, , CONTRACT 3160, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
230, 5, LOC_CITY_NAME_TAIYUAN, , CONTRACT 3160, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
230, 5, LOC_CITY_NAME_CHANGSHA, , CONTRACT 3160, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
230, 5, LOC_CITY_NAME_HANDAN, , CONTRACT 3160, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
230, 5, LOC_CITY_NAME_JIAODONG, , CONTRACT 3160, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 148.0, Seek Target Wonder
230, 6, LOC_CITY_NAME_BRUSSELS, , CONTRACT 3161, SUBMITTED, NO_UNIT, BUILDING_CASTLE, NO_DISTRICT, VALUE 347.0, Build City Building
231, 1, LOC_CITY_NAME_MEMPHIS, , CONTRACT 2806, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 2023.0, Settle City Op
231, 1, LOC_CITY_NAME_MEMPHIS, , , BUILDING_LIBRARY, Build City Building, CONTRACT 3140
231, 1, LOC_CITY_NAME_RA_KEDET, , CONTRACT 3167, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
231, 1, LOC_CITY_NAME_AKHETATEN, , CONTRACT 3167, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
231, 1, LOC_CITY_NAME_MEMPHIS, , CONTRACT 3167, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
231, 1, LOC_CITY_NAME_IWNW, , CONTRACT 3167, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
231, 1, LOC_CITY_NAME_MENDES, , CONTRACT 3167, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 199.0, Build City Improvement
231, 2, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 3172, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_STREET_CARNIVAL, VALUE 364.0, Build City District
231, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 2, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 2, LOC_CITY_NAME_SALVADOR, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 2, LOC_CITY_NAME_MANAUS, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 2, LOC_CITY_NAME_FORTALEZA, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 2, LOC_CITY_NAME_CURITIBA, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 2, LOC_CITY_NAME_NATAL, , CONTRACT 3174, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 184.0, Build City Improvement
231, 3, FAITH PURCHASE, , , UNIT_GURU, Unknown, CONTRACT 3153
231, 3, LOC_CITY_NAME_POKROVKA, , CONTRACT 3178, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 268.0, Build City Improvement
231, 3, LOC_CITY_NAME_ISSYK, , CONTRACT 3178, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 268.0, Build City Improvement
231, 3, LOC_CITY_NAME_NEAPOLIS, , CONTRACT 3178, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 268.0, Build City Improvement
231, 3, LOC_CITY_NAME_KUL_OBA, , CONTRACT 3178, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 268.0, Build City Improvement
231, 3, LOC_CITY_NAME_POKROVKA, , CONTRACT 3179, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
231, 3, LOC_CITY_NAME_ISSYK, , CONTRACT 3179, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
231, 3, LOC_CITY_NAME_NEAPOLIS, , CONTRACT 3179, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
231, 3, LOC_CITY_NAME_KUL_OBA, , CONTRACT 3179, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 256.0, Build City Improvement
231, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3062, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 807.0, Build City Improvement
231, 4, LOC_CITY_NAME_KYOTO, , , PROJECT_ENHANCE_DISTRICT_ENCAMPMENT, Default Specialization, , , Value 156.7
231, 4, LOC_CITY_NAME_OSAKA, , CONTRACT 3182, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 953.0, Build City District
231, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3183, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 5759.0, Build City District
231, 4, LOC_CITY_NAME_KYOTO, , CONTRACT 3184, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 116.0, Build City Improvement
231, 4, LOC_CITY_NAME_TOKYO, , CONTRACT 3184, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 116.0, Build City Improvement
231, 4, LOC_CITY_NAME_OSAKA, , CONTRACT 3184, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 116.0, Build City Improvement
231, 5, PURCHASE, , , BUILDING_GRANARY, Build City Building, CONTRACT 3101
231, 6, LOC_CITY_NAME_BRUSSELS, , CONTRACT 3187, SUBMITTED, UNIT_CROSSBOWMAN, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
231, 7, LOC_CITY_NAME_LA_VENTA, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 7.5
232, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 2391, COMPLETED, NO_UNIT, BUILDING_OXFORD_UNIVERSITY, NO_DISTRICT, VALUE 1153.3, Seek Target Wonder
232, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 2465, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 1107.0, Settle City Op
232, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 2793, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 324.0, Build City Improvement
232, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 3145, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 149.0, Build City Improvement
232, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , , BUILDING_AMPHITHEATER, Default Specialization, , , Value 1500.6
232, 2, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 3190, SUBMITTED, NO_UNIT, BUILDING_PETRA, NO_DISTRICT, VALUE 27.0, Seek Target Wonder
232, 2, LOC_CITY_NAME_PORTO_ALEGRE, , CONTRACT 3191, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 193.0, Build City Building
232, 2, LOC_CITY_NAME_RIO_DE_JANEIRO, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_SAO_PAULO, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_SALVADOR, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_MANAUS, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_FORTALEZA, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_CURITIBA, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_NATAL, , CONTRACT 3193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
232, 2, LOC_CITY_NAME_MANAUS, , CONTRACT 3195, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_AERODROME, VALUE 858.0, Build City District
232, 3, LOC_CITY_NAME_NEAPOLIS, , CONTRACT 2876, CANCELLED, NO_UNIT, BUILDING_OXFORD_UNIVERSITY, NO_DISTRICT, VALUE 2212.2, Seek Target Wonder
232, 3, LOC_CITY_NAME_NEAPOLIS, , CONTRACT 3149, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 160.0, Build City Improvement
